The program mdatom performs a MD-run for a collection of atoms, using:
  1. Data characterizing the md-run
  2. Atomic coordinates and velocities


Data characterizing the MD-run:
# Title
Test 5, 1000 atoms
#                 NumberAtoms                 AtomicMass                     MDType
                         1000                          1                          0
#                  BoxSize(x)                 BoxSize(y)                 BoxSize(z)
                       10.436                     10.436                     10.436
#               NumberMDSteps                InitialTime                   TimeStep
                         1500                         10                      0.005
#          InitialTemperature          TargetTemperature    TemperatureCouplingTime
                            0                     120.27                        0.1
#                  RandomSeed
                     10021988
#            XVInitialization  CoordInitializationSpread              FinalXVOutput
                            3                          0                          1
#          NAtomsOnBoxEdge(x)         NAtomsOnBoxEdge(y)         NAtomsOnBoxEdge(z)
                           10                         10                         10
#                   EpsilonLJ                    SigmaLJ    InteractionCutoffRadius
                            1                          1                        2.5
#    PropertyPrintingInterval    NumberRadialDistrPoints    RadialDistrCutoffRadius
                            1                        100                        2.5
#            TrajectoryOutput     TrajectoryOutputFormat   TrajectoryOutputInterval
                            0                          2                          5


Atomic coordinates and velocities:

Sample input file
 The initial temperature is: 138.346


Starting MD iterations...

           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T
            366         11.825       -3596.07        1720.01       -5316.08       -6053.42        4.55952              1
            367          11.83       -3595.97         1717.2       -5313.18       -6075.79          4.571              1
            368         11.835       -3596.01        1714.72       -5310.73       -6093.66        4.58002              1
            369          11.84          -3596        1711.81       -5307.81        -6112.6        4.58942              1
            370         11.845       -3596.02        1708.18        -5304.2       -6134.64        4.60022              1
            371          11.85       -3596.03        1704.22       -5300.25       -6157.32         4.6112              1
            372         11.855       -3595.75        1701.04       -5296.79       -6174.31         4.6193              1
            373          11.86       -3595.43        1699.81       -5295.24       -6177.06        4.62019              1
            374         11.865       -3595.67        1701.04       -5296.71       -6160.53        4.61122              1
            375          11.87       -3595.87        1704.45       -5300.32       -6128.68        4.59454              1
            376         11.875       -3596.25        1709.28       -5305.52        -6086.1        4.57239              1
            377          11.88       -3596.32        1714.69       -5311.01       -6040.17        4.54862              1
            378         11.885       -3596.48        1719.93       -5316.42       -5995.16        4.52531              1
            379          11.89       -3596.51        1724.54       -5321.04        -5955.4        4.50468              1
            380         11.895       -3596.65        1728.26       -5324.91       -5922.14        4.48736              1
            381           11.9        -3596.7        1730.93       -5327.63       -5897.62        4.47455              1
            382         11.905       -3596.69        1732.33       -5329.02       -5883.52        4.46709              1
            383          11.91       -3596.43        1732.32       -5328.75       -5881.65        4.46599              1
            384         11.915       -3596.47        1730.82        -5327.3       -5891.05        4.47062              1
            385          11.92       -3596.64        1727.65        -5324.3       -5913.32        4.48183              1
            386         11.925       -3596.82        1722.51       -5319.33       -5950.67        4.50072              1
            387          11.93       -3596.89        1715.15       -5312.03        -6004.7        4.52809              1
            388         11.935       -3596.93        1705.83       -5302.77       -6072.69        4.56251              1
            389          11.94       -3596.84        1695.79       -5292.63       -6145.91        4.59956              1
            390         11.945       -3596.44        1687.27       -5283.71       -6208.78        4.63145              1
            391          11.95       -3596.06        1683.05       -5279.11       -6240.89         4.6478              1
            392         11.955          -3596        1685.36       -5281.35       -6225.82        4.64031              1
            393          11.96       -3595.93        1694.85       -5290.79       -6159.88        4.60721              1
            394         11.965       -3596.01        1710.28       -5306.29       -6051.43        4.55265              1
            395          11.97       -3595.94        1728.93       -5324.87       -5920.37        4.48671              1
            396         11.975       -3596.42         1747.5       -5343.92        -5787.7        4.41979              1
            397          11.98       -3596.57        1762.96       -5359.53       -5677.52        4.36422              1
            398         11.985       -3596.43        1773.06       -5369.49       -5605.64        4.32799              1
            399          11.99       -3596.46        1776.59       -5373.06       -5579.51        4.31474              1
            400         11.995        -3596.6        1773.31       -5369.91       -5601.25        4.32556              1


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            401             12       -3596.45        1763.74       -5360.19       -5668.19        4.35921              1
            402         12.005       -3596.35        1749.19       -5345.54       -5769.97        4.41038              1
            403          12.01       -3596.42        1731.91       -5328.32        -5890.2        4.47076              1
            404         12.015        -3596.2        1715.03       -5311.23       -6007.89        4.52989              1
            405          12.02       -3595.55        1701.86       -5297.41       -6100.06        4.57623              1
            406         12.025       -3595.44        1694.83       -5290.27       -6146.53        4.59936              1
            407          12.03       -3595.41        1694.79       -5290.19       -6142.33        4.59688              1
            408         12.035       -3595.27        1700.94       -5296.21       -6093.23        4.57168              1
            409          12.04       -3595.33        1711.29       -5306.62       -6012.01        4.53011              1
            410         12.045       -3595.32        1723.44       -5318.76       -5916.28        4.48109              1
            411          12.05       -3595.77        1735.39       -5331.16       -5818.74        4.43089              1
            412         12.055       -3595.88        1746.02        -5341.9       -5730.28        4.38524              1
            413          12.06       -3595.84        1755.04       -5350.88       -5653.19        4.34531              1
            414         12.065        -3595.9        1762.68       -5358.59        -5585.9        4.31033              1
            415          12.07       -3595.83        1769.26       -5365.09       -5527.69        4.28004              1
            416         12.075       -3596.06        1774.84        -5370.9       -5477.12        4.25365              1
            417          12.08       -3596.19        1779.17       -5375.36       -5437.53        4.23297              1
            418         12.085       -3596.49         1781.6        -5378.1       -5412.62        4.21979              1
            419          12.09       -3596.41        1781.37       -5377.78       -5409.44        4.21778              1
            420         12.095       -3596.36        1778.11       -5374.47       -5429.17        4.22744              1
            421           12.1       -3596.57        1772.47       -5369.04       -5466.76        4.24618              1
            422         12.105       -3596.23        1766.02       -5362.25       -5513.76        4.26997              1
            423          12.11       -3595.95        1760.55        -5356.5       -5556.11         4.2916              1
            424         12.115       -3595.97        1757.15       -5353.13       -5585.46        4.30682              1
            425          12.12       -3595.65        1755.77       -5351.42       -5603.89        4.31682              1
            426         12.125       -3595.33        1755.46       -5350.79       -5616.43          4.324              1
            427          12.13       -3595.78        1755.03       -5350.81       -5628.61        4.33089              1
            428         12.135       -3596.08         1753.6       -5349.68       -5648.86        4.34193              1
            429          12.14       -3596.07        1750.79       -5346.86       -5679.79        4.35843              1
            430         12.145        -3596.1        1746.73       -5342.84       -5719.15        4.37913              1
            431          12.15        -3596.1        1741.91       -5338.01       -5763.49        4.40231              1
            432         12.155       -3596.38        1737.04       -5333.42       -5806.53         4.4247              1
            433          12.16       -3596.32        1732.92       -5329.24       -5844.46        4.44453              1
            434         12.165       -3596.71        1729.99        -5326.7       -5871.64        4.45875              1
            435          12.17       -3596.76        1728.06       -5324.82       -5891.53        4.46928              1
            436         12.175        -3596.7        1726.57       -5323.27        -5907.2         4.4776              1
            437          12.18       -3596.61        1725.14       -5321.75       -5920.98        4.48485              1
            438         12.185        -3596.8        1723.86       -5320.66       -5931.39         4.4902              1
            439          12.19       -3596.99        1723.16       -5320.14       -5936.64        4.49287              1
            440         12.195       -3597.07        1723.36       -5320.43       -5934.98        4.49202              1
            441           12.2        -3597.2        1724.45       -5321.65       -5926.54         4.4877              1
            442         12.205       -3596.94        1725.91       -5322.85       -5916.43        4.48263              1
            443          12.21       -3596.81        1727.01       -5323.82       -5908.47        4.47861              1
            444         12.215       -3596.68        1727.09       -5323.77       -5907.89        4.47831              1
            445          12.22       -3596.79        1725.66       -5322.45       -5917.45        4.48308              1
            446         12.225       -3596.75        1722.45        -5319.2       -5940.25        4.49457              1
            447          12.23       -3596.43        1717.59       -5314.02       -5975.79        4.51257              1
            448         12.235       -3596.45        1712.05        -5308.5       -6015.53        4.53263              1
            449          12.24       -3596.17         1707.5       -5303.67       -6049.87         4.5501              1
            450         12.245       -3596.27        1705.29       -5301.56       -6067.46        4.55912              1


   Total mass                       :               1000
   Coordinates of the center of mass:             5.2162        5.22089        5.22991
   Velocity of the center of mass   :         0.00411342       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452
            451          12.25       -3596.58        1705.47       -5302.05       -6068.36        4.55975              1
            452         12.255       -3596.37        1706.96       -5303.33       -6061.98        4.55688              1
            453          12.26       -3596.84        1708.27       -5305.11       -6054.77        4.55343              1
            454         12.265       -3597.31        1708.02       -5305.33       -6058.02        4.55519              1
            455          12.27       -3597.48        1705.38       -5302.86       -6078.32        4.56554              1
            456         12.275       -3597.65        1700.36          -5298       -6114.61        4.58389              1
            457          12.28       -3597.39        1693.76       -5291.14       -6162.46        4.60808              1
            458         12.285       -3597.45        1686.95        -5284.4       -6209.99        4.63197              1
            459          12.29       -3596.96         1681.8       -5278.75        -6246.9        4.65059              1
            460         12.295        -3596.6         1680.2        -5276.8       -6257.85        4.65608              1
            461           12.3       -3596.85        1683.15       -5280.01       -6234.53        4.64413              1
            462         12.305       -3596.78        1690.14       -5286.92       -6183.36        4.61822              1
            463          12.31       -3596.41        1699.61       -5296.02       -6115.18        4.58378              1
            464         12.315       -3596.82        1709.81       -5306.63       -6039.04         4.5451              1
            465          12.32       -3596.83         1719.3       -5316.13       -5968.75        4.50944              1
            466         12.325       -3596.89        1727.01        -5323.9       -5910.74        4.47993              1
            467          12.33       -3596.55         1732.2       -5328.75       -5871.59        4.46002              1
            468         12.335       -3596.53        1734.64       -5331.17       -5850.92        4.44933              1
            469          12.34       -3596.75        1734.83       -5331.59       -5845.43        4.44622              1
            470         12.345       -3596.25         1734.1       -5330.35       -5848.97        4.44787              1
            471          12.35       -3596.02        1734.19        -5330.2       -5846.74         4.4466              1
            472         12.355       -3596.27        1736.54       -5332.81       -5828.25        4.43714              1
            473          12.36       -3596.75        1741.62       -5338.37        -5791.3        4.41845              1
            474         12.365       -3597.04        1748.49       -5345.53       -5743.73        4.39458              1
            475          12.37       -3597.25           1755       -5352.25       -5699.98        4.37273              1
            476         12.375       -3597.29        1758.73       -5356.02       -5676.85        4.36135              1
            477          12.38       -3597.54        1758.06        -5355.6       -5684.28        4.36532              1
            478         12.385       -3597.57        1752.72       -5350.29       -5725.24        4.38621              1
            479          12.39        -3597.4        1743.73       -5341.12       -5792.47        4.42037              1
            480         12.395       -3597.23        1732.98       -5330.21       -5872.06        4.46075              1
            481           12.4       -3597.46        1722.66       -5320.13       -5947.48        4.49894              1
            482         12.405       -3597.05         1714.7       -5311.75        -6008.3        4.52994              1
            483          12.41       -3597.38        1710.21        -5307.6       -6042.28        4.54724              1
            484         12.415       -3597.66        1709.24        -5306.9       -6051.33        4.55198              1
            485          12.42       -3597.17        1710.88       -5308.05       -6043.48        4.54834              1
            486         12.425       -3597.06        1713.77       -5310.83       -6024.62        4.53897              1
            487          12.43        -3597.2        1716.55       -5313.75       -6004.36        4.52871              1
            488         12.435        -3597.3        1718.43       -5315.73       -5989.08        4.52085              1
            489          12.44       -3596.94        1719.33       -5316.27       -5980.62        4.51642              1
            490         12.445       -3596.74        1719.64       -5316.38       -5974.58        4.51306              1
            491          12.45       -3596.43        1719.85       -5316.28       -5968.37        4.50954              1
            492         12.455        -3596.8        1720.57       -5317.37        -5955.7        4.50253              1
            493          12.46       -3596.94        1722.45       -5319.39       -5935.03        4.49151              1
            494         12.465        -3596.8         1725.9        -5322.7       -5903.83        4.47523              1
            495          12.47       -3597.16        1730.85       -5328.01       -5860.73        4.45285              1
            496         12.475       -3597.31        1736.66       -5333.97        -5812.5        4.42798              1
            497          12.48       -3597.42        1742.52       -5339.95       -5764.72        4.40339              1
            498         12.485       -3597.52         1747.6       -5345.13       -5723.36        4.38211              1
            499          12.49        -3597.5        1751.13       -5348.64       -5694.42        4.36721              1
            500         12.495       -3597.61        1752.43       -5350.04       -5682.08        4.36072              1


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            501           12.5       -3597.34        1751.17       -5348.51          -5690        4.36463              1
            502         12.505       -3596.99        1747.67       -5344.66       -5715.13        4.37732              1
            503          12.51       -3596.98        1742.81       -5339.79       -5749.92        4.39488              1
            504         12.515       -3596.98        1737.73       -5334.71       -5787.24        4.41379              1
            505          12.52       -3596.79        1733.46       -5330.25       -5820.29        4.43067              1
            506         12.525       -3596.88        1730.62        -5327.5       -5843.02        4.44233              1
            507          12.53       -3596.86        1729.25       -5326.11       -5855.83        4.44905              1
            508         12.535       -3596.93        1728.87        -5325.8       -5861.09        4.45191              1
            509          12.54       -3596.91         1728.7       -5325.61       -5864.28        4.45368              1
            510         12.545       -3596.82         1728.1       -5324.92       -5869.49        4.45638              1
            511          12.55       -3596.82        1726.93       -5323.75       -5876.98        4.46009              1
            512         12.555       -3596.87        1725.63        -5322.5       -5883.95        4.46342              1
            513          12.56       -3596.69        1724.75       -5321.45       -5887.42        4.46493              1
            514         12.565       -3596.94        1724.47       -5321.41       -5884.46        4.46304              1
            515          12.57       -3597.08        1724.29       -5321.37       -5880.39        4.46054              1
            516         12.575       -3597.28        1723.32        -5320.6       -5880.95         4.4603              1
            517          12.58       -3597.45        1721.03       -5318.48       -5890.36        4.46447              1
            518         12.585       -3597.63        1717.78       -5315.41        -5906.3        4.47192              1
            519          12.59       -3597.57        1714.72       -5312.29       -5921.65        4.47913              1
            520         12.595       -3597.43        1713.02       -5310.45       -5927.96        4.48183              1
            521           12.6       -3597.41        1713.07       -5310.48       -5921.72         4.4782              1
            522         12.605       -3597.37        1714.52       -5311.89       -5905.67        4.46964              1
            523          12.61       -3597.43        1716.66       -5314.09        -5884.1        4.45824              1
            524         12.615        -3597.7        1718.78       -5316.48       -5861.32        4.44612              1
            525          12.62       -3597.71        1720.38       -5318.09       -5842.28        4.43589              1
            526         12.625       -3597.65         1721.3       -5318.94       -5827.68        4.42787              1
            527          12.63       -3597.67        1721.79       -5319.45       -5815.48          4.421              1
            528         12.635       -3597.54        1722.46          -5320       -5802.39        4.41372              1
            529          12.64       -3597.34        1723.97       -5321.31       -5784.12        4.40389              1
            530         12.645       -3597.72        1726.47       -5324.19       -5757.97        4.39002              1
            531          12.65       -3597.79        1729.47       -5327.26       -5730.34        4.37557              1
            532         12.655        -3597.6        1732.33       -5329.92       -5705.91        4.36291              1
            533          12.66       -3597.53        1734.71       -5332.24       -5686.19        4.35274              1
            534         12.665        -3597.3        1736.58       -5333.87       -5672.81        4.34599              1
            535          12.67       -3597.35         1737.8       -5335.15        -5665.6        4.34248              1
            536         12.675       -3597.35        1738.04        -5335.4       -5668.03        4.34405              1
            537          12.68       -3597.48        1736.85       -5334.33       -5682.64        4.35192              1
            538         12.685       -3597.44        1733.79       -5331.22          -5713        4.36793              1
            539          12.69       -3597.51         1728.7       -5326.21       -5758.78        4.39179              1
            540         12.695       -3597.63        1722.17       -5319.81       -5815.57        4.42128              1
            541           12.7       -3597.14        1715.58       -5312.72       -5875.22         4.4524              1
            542         12.705       -3597.23        1710.48        -5307.7       -5922.63        4.47722              1
            543          12.71       -3597.55        1707.96       -5305.51       -5950.56        4.49212              1
            544         12.715       -3597.32        1708.63       -5305.95       -5956.58        4.49604              1
            545          12.72       -3596.98        1712.87       -5309.85       -5936.28        4.48663              1
            546         12.725       -3596.88        1720.66       -5317.53       -5888.72         4.4633              1
            547          12.73       -3596.99         1731.1       -5328.09       -5820.18        4.42922              1
            548         12.735       -3596.72        1742.54       -5339.26       -5744.16        4.39134              1
            549          12.74       -3596.81        1753.16       -5349.97       -5671.36        4.35486              1
            550         12.745       -3596.82        1761.55       -5358.37       -5613.26        4.32571              1
            551          12.75       -3596.97        1766.95       -5363.92       -5575.07        4.30647              1
            552         12.755       -3596.95        1769.07       -5366.02       -5560.05        4.29891              1
            553          12.76       -3596.62        1768.06       -5364.68       -5568.12        4.30305              1
            554         12.765       -3596.45        1764.42       -5360.87       -5594.57        4.31643              1
            555          12.77        -3596.3         1759.1        -5355.4       -5633.41         4.3361              1
            556         12.775       -3596.44        1753.38       -5349.83       -5675.06        4.35717              1
            557          12.78       -3596.37        1748.64       -5345.02       -5711.42        4.37571              1
            558         12.785       -3596.23        1746.02       -5342.24       -5734.02        4.38743              1
            559          12.79       -3596.13        1746.03       -5342.16       -5738.64        4.39015              1
            560         12.795       -3596.25        1748.26       -5344.51       -5727.24        4.38477              1
            561           12.8       -3596.39        1751.51        -5347.9        -5708.4        4.37562              1
            562         12.805       -3596.13        1754.38       -5350.51       -5692.63        4.36806              1
            563          12.81       -3596.09        1755.94       -5352.03       -5684.36        4.36412              1
            564         12.815       -3595.85         1755.9       -5351.75       -5686.81        4.36554              1
            565          12.82       -3596.07        1754.58       -5350.66       -5695.78        4.37002              1
            566         12.825       -3596.06        1752.79       -5348.85       -5707.97        4.37613              1
            567          12.83       -3596.06        1751.41       -5347.47       -5716.68        4.38042              1
            568         12.835       -3595.86        1750.99       -5346.85       -5718.85        4.38145              1
            569          12.84       -3596.02        1751.63       -5347.64       -5712.38        4.37802              1
            570         12.845       -3595.86        1752.99       -5348.85       -5701.75        4.37259              1
            571          12.85       -3595.98        1754.39       -5350.37       -5690.18        4.36663              1
            572         12.855       -3596.33        1754.76       -5351.09       -5685.21        4.36393              1
            573          12.86       -3596.38        1752.83       -5349.21       -5697.07        4.36976              1
            574         12.865       -3596.37         1747.7       -5344.08       -5731.01        4.38666              1
            575          12.87       -3596.33        1739.71       -5336.03       -5784.47        4.41332              1
            576         12.875       -3596.25        1730.71       -5326.96       -5844.23         4.4431              1
            577          12.88       -3596.16        1723.43       -5319.59       -5891.33        4.46645              1
            578         12.885        -3596.3        1720.23       -5316.53       -5908.52        4.47466              1
            579          12.89       -3596.41        1722.34       -5318.76       -5888.11        4.46392              1
            580         12.895       -3596.66        1729.64        -5326.3       -5830.59        4.43447              1
            581           12.9       -3596.61        1740.89       -5337.51       -5745.99        4.39145              1
            582         12.905       -3596.91        1754.29        -5351.2       -5645.44        4.34033              1
            583          12.91       -3596.48        1768.14       -5364.62       -5544.41        4.28919              1
            584         12.915       -3596.52        1781.35       -5377.87       -5447.66        4.24019              1
            585          12.92       -3596.52        1793.23       -5389.75       -5362.13        4.19699              1
            586         12.925       -3596.83        1802.95       -5399.78       -5293.13        4.16222              1
            587          12.93       -3596.81        1809.41       -5406.23       -5250.36        4.14092              1
            588         12.935       -3596.81        1811.73       -5408.54        -5239.1        4.13567              1
            589          12.94       -3597.06        1809.61       -5406.67       -5260.59        4.14704              1
            590         12.945       -3596.71        1803.42       -5400.13       -5314.89        4.17526              1
            591          12.95       -3596.91        1793.85       -5390.76       -5393.64        4.21583              1
            592         12.955        -3596.9        1781.49       -5378.39       -5494.59         4.2678              1
            593          12.96       -3596.69        1766.66       -5363.36       -5614.84        4.32963              1
            594         12.965       -3596.75        1749.65        -5346.4       -5750.15        4.39902              1
            595          12.97       -3596.25        1731.19       -5327.44       -5896.79        4.47421              1
            596         12.975       -3595.92        1712.88        -5308.8       -6040.65        4.54785              1
            597          12.98       -3596.12        1696.96       -5293.08       -6164.21        4.61098              1
            598         12.985       -3596.32        1685.38        -5281.7       -6254.67        4.65725              1
            599          12.99       -3596.67        1679.05       -5275.72       -6304.67        4.68287              1
            600         12.995        -3596.7        1677.82       -5274.52        -6316.2        4.68891              1


   Total mass                       :               1000
   Coordinates of the center of mass:            5.20885        5.19167        5.16866
   Velocity of the center of mass   :         0.00411342       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            601             13       -3596.92        1680.94       -5277.86       -6292.74        4.67698              1
            602         13.005       -3597.14        1687.47       -5284.61       -6241.59         4.6508              1
            603          13.01        -3596.9        1696.53       -5293.43       -6170.86        4.61464              1
            604         13.015       -3596.82        1707.42       -5304.23       -6084.54        4.57039              1
            605          13.02       -3596.63        1719.54       -5316.17        -5988.5        4.52117              1
            606         13.025       -3596.52        1732.24       -5328.76        -5887.9        4.46961              1
            607          13.03       -3596.36        1744.75       -5341.11       -5789.32        4.41912              1
            608         13.035       -3596.33        1756.25       -5352.58       -5698.74        4.37274              1
            609          13.04       -3596.47        1765.66       -5362.13       -5624.14         4.3345              1
            610         13.045       -3596.78        1771.61       -5368.39       -5575.28        4.30933              1
            611          13.05        -3596.7        1773.03       -5369.73       -5561.34        4.30199              1
            612         13.055       -3596.82        1769.89        -5366.7       -5580.67        4.31148              1
            613          13.06       -3596.67        1763.44       -5360.11       -5625.76        4.33415              1
            614         13.065       -3596.32        1755.77        -5352.1       -5681.73        4.36248              1
            615          13.07       -3596.29        1749.09       -5345.38       -5731.42        4.38771              1
            616         13.075       -3596.56        1745.05        -5341.6       -5762.96        4.40383              1
            617          13.08        -3596.5        1744.38       -5340.87       -5772.64        4.40912              1
            618         13.085       -3596.13        1746.82       -5342.96       -5761.71        4.40414              1
            619          13.09       -3596.22        1751.23       -5347.46       -5735.47        4.39134              1
            620         13.095       -3596.36        1755.97       -5352.33       -5706.19        4.37694              1
            621           13.1       -3596.32        1759.74       -5356.06       -5683.43        4.36581              1
            622         13.105       -3595.93        1762.17        -5358.1       -5670.57        4.35969              1
            623          13.11       -3595.99        1763.52       -5359.51        -5663.6         4.3564              1
            624         13.115       -3596.19        1763.87       -5360.06       -5663.11        4.35631              1
            625          13.12       -3596.52        1762.68       -5359.21       -5672.64         4.3612              1
            626         13.125        -3596.4        1759.48       -5355.87       -5696.92        4.37356              1
            627          13.13       -3596.31        1754.75       -5351.05        -5730.7        4.39061              1
            628         13.135       -3596.16        1749.96       -5346.12       -5763.95         4.4073              1
            629          13.14       -3596.14        1746.66        -5342.8       -5785.44        4.41797              1
            630         13.145       -3596.05        1745.38       -5341.43       -5792.03        4.42108              1
            631          13.15        -3596.4        1745.28       -5341.68       -5788.06         4.4187              1
            632         13.155       -3596.36        1744.76       -5341.12       -5787.21        4.41789              1
            633          13.16       -3596.51        1742.56       -5339.07       -5796.67        4.42215              1
            634         13.165       -3596.55        1738.59       -5335.15        -5818.2        4.43245              1
            635          13.17       -3596.42        1733.95       -5330.37        -5844.9        4.44539              1
            636         13.175       -3596.55        1730.04       -5326.59       -5866.11        4.45554              1
            637          13.18       -3596.17        1727.67       -5323.84        -5878.8        4.46159              1
            638         13.185       -3596.13        1726.96       -5323.09       -5879.81        4.46176              1
            639          13.19       -3596.01        1727.68       -5323.69       -5872.05        4.45764              1
            640         13.195       -3596.27        1729.53        -5325.8       -5856.45        4.44957              1
            641           13.2       -3596.15        1732.07       -5328.22       -5838.53        4.44055              1
            642         13.205       -3596.74        1734.66        -5331.4       -5819.51        4.43091              1
            643          13.21       -3596.79        1736.49       -5333.28       -5808.62         4.4256              1
            644         13.215       -3596.48        1736.83       -5333.31       -5810.23        4.42674              1
            645          13.22        -3596.2        1735.36       -5331.56       -5825.04        4.43457              1
            646         13.225       -3595.86        1732.44        -5328.3       -5850.59        4.44784              1
            647          13.23       -3595.75        1728.93       -5324.67       -5879.69        4.46285              1
            648         13.235       -3595.79        1725.59       -5321.38        -5906.9        4.47685              1
            649          13.24       -3595.92        1722.71       -5318.63       -5930.11        4.48878              1
            650         13.245       -3596.35        1720.26       -5316.61       -5948.57        4.49817              1
            651          13.25       -3596.25        1718.33       -5314.58       -5963.94        4.50605              1
            652         13.255       -3596.18        1717.28       -5313.47       -5971.83        4.51006              1
            653          13.26       -3596.55        1717.66       -5314.21       -5967.31        4.50764              1
            654         13.265       -3596.33        1719.88       -5316.21       -5950.56        4.49911              1
            655          13.27       -3596.21        1723.95       -5320.16        -5919.5        4.48328              1
            656         13.275       -3596.31        1729.39        -5325.7       -5877.14        4.46162              1
            657          13.28       -3596.62        1735.35       -5331.98       -5829.33        4.43708              1
            658         13.285       -3596.95        1740.92       -5337.87       -5783.39         4.4134              1
            659          13.29       -3597.14        1745.29       -5342.43       -5745.51        4.39374              1
            660         13.295       -3597.19        1747.88       -5345.06       -5720.23        4.38043              1
            661           13.3       -3597.31        1748.24       -5345.54       -5710.42        4.37489              1
            662         13.305       -3596.94        1746.12       -5343.05       -5720.02        4.37928              1
            663          13.31       -3596.87        1741.56       -5338.43       -5746.72        4.39227              1
            664         13.315       -3597.06        1734.81       -5331.87       -5789.19        4.41321              1
            665          13.32       -3597.14        1726.24       -5323.38       -5845.83        4.44141              1
            666         13.325       -3596.49        1716.72       -5313.22       -5912.34        4.47484              1
            667          13.33       -3596.35        1707.82       -5304.17       -5973.91        4.50573              1
            668         13.335       -3595.93        1701.53       -5297.46       -6018.61        4.52826              1
            669          13.34       -3595.55        1699.69       -5295.24       -6032.51        4.53534              1
            670         13.345       -3595.74         1703.3       -5299.05       -6006.72        4.52233              1
            671          13.35       -3595.83         1712.1       -5307.93        -5945.1        4.49134              1
            672         13.355       -3595.86        1724.59       -5320.45       -5857.85        4.44749              1
            673          13.36       -3595.94         1738.6       -5334.53       -5760.05        4.39834              1
            674         13.365       -3596.42        1751.82       -5348.24       -5666.87        4.35145              1
            675          13.37       -3596.82        1762.34       -5359.17       -5593.39        4.31452              1
            676         13.375       -3596.52        1768.95       -5365.47       -5550.15        4.29303              1
            677          13.38       -3596.34        1771.36        -5367.7       -5536.84        4.28664              1
            678         13.385       -3596.19        1770.26       -5366.45       -5548.96         4.2931              1
            679          13.39       -3596.09        1767.13       -5363.22       -5576.29         4.3073              1
            680         13.395       -3596.09        1763.55       -5359.64       -5607.63        4.32358              1
            681           13.4       -3596.12        1760.27       -5356.39       -5637.47        4.33916              1
            682         13.405       -3596.43        1756.92       -5353.35       -5667.21        4.35464              1
            683          13.41       -3596.56        1752.46       -5349.03       -5704.75        4.37404              1
            684         13.415       -3596.85        1746.32       -5343.17       -5752.67        4.39855              1
            685          13.42       -3597.04        1739.31       -5336.34        -5806.1        4.42577              1
            686         13.425       -3596.88        1733.42        -5330.3       -5852.14        4.44932              1
            687          13.43       -3597.16        1730.37       -5327.52        -5876.9        4.46206              1
            688         13.435       -3596.96        1730.45       -5327.41       -5881.38        4.46474              1
            689          13.44       -3596.95        1732.83       -5329.78       -5869.44        4.45913              1
            690         13.445       -3596.92        1736.23       -5333.15       -5850.69        4.45012              1
            691          13.45       -3597.07        1739.24       -5336.31       -5834.48        4.44238              1
            692         13.455       -3597.41        1740.66       -5338.07       -5829.29        4.44017              1
            693          13.46       -3597.31        1739.84       -5337.14       -5841.83        4.44704              1
            694         13.465       -3596.73        1736.71       -5333.45       -5872.61        4.46326              1
            695          13.47       -3596.55         1731.8       -5328.35       -5915.47        4.48552              1
            696         13.475       -3596.44        1726.09       -5322.53       -5964.38        4.51086              1
            697          13.48       -3596.47        1720.85       -5317.32       -6010.24        4.53468              1
            698         13.485       -3596.64        1717.02       -5313.65       -6046.05        4.55344              1
            699          13.49       -3596.68        1714.75       -5311.42       -6071.18        4.56685              1
            700         13.495       -3596.92        1713.41       -5310.33       -6088.55        4.57625              1


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            701           13.5       -3596.83        1712.46       -5309.29       -6103.21         4.5843              1
            702         13.505        -3596.8        1711.83       -5308.62        -6114.2        4.59037              1
            703          13.51       -3596.78        1711.56       -5308.34       -6121.11        4.59427              1
            704         13.515       -3596.52        1711.43       -5307.95       -6126.06        4.59709              1
            705          13.52       -3596.51        1711.24       -5307.75       -6128.81         4.5986              1
            706         13.525       -3596.26        1711.16       -5307.41       -6129.52        4.59896              1
            707          13.53       -3596.22        1711.63       -5307.85       -6123.65         4.5958              1
            708         13.535       -3596.69        1713.07       -5309.76       -6107.74        4.58731              1
            709          13.54       -3596.58        1715.52        -5312.1       -6084.78        4.57528              1
            710         13.545       -3596.39        1718.82       -5315.21       -6054.66        4.55955              1
            711          13.55       -3595.91        1722.77       -5318.68       -6019.49        4.54124              1
            712         13.555       -3595.91        1727.33       -5323.24       -5977.56        4.51932              1
            713          13.56       -3595.92        1732.52       -5328.43       -5930.36        4.49468              1
            714         13.565       -3595.75        1738.32       -5334.07       -5878.72        4.46779              1
            715          13.57       -3595.92        1744.71       -5340.63       -5821.55          4.438              1
