The program mdatom performs a MD-run for a collection of atoms, using:
  1. Data characterizing the md-run
  2. Atomic coordinates and velocities


Data characterizing the MD-run:
# Title
Sample input file
#                 NumberAtoms                 AtomicMass                     MDType
                         1000                          1                          0
#                  BoxSize(x)                 BoxSize(y)                 BoxSize(z)
                       10.436                     10.436                     10.436
#               NumberMDSteps                InitialTime                   TimeStep
                         1000                          0                      0.005
#          InitialTemperature          TargetTemperature    TemperatureCouplingTime
                       120.27                     120.27                        0.1
#                  RandomSeed
                     10021988
#            XVInitialization  CoordInitializationSpread              FinalXVOutput
                            0                          0                          1
#          NAtomsOnBoxEdge(x)         NAtomsOnBoxEdge(y)         NAtomsOnBoxEdge(z)
                           10                         10                         10
#                   EpsilonLJ                    SigmaLJ    InteractionCutoffRadius
                            1                          1                        2.5
#    PropertyPrintingInterval    NumberRadialDistrPoints    RadialDistrCutoffRadius
                            1                        100                        2.5
#            TrajectoryOutput     TrajectoryOutputFormat   TrajectoryOutputInterval
                            0                          2                          5


Atomic coordinates and velocities:

 The coordinates are generated by putting atoms on a periodic lattice.
 The velocities are taken from a Maxwellian distribution.
 The initial temperature is: 119.366


Starting MD iterations...

           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T
   Velocity of the center of mass   :         0.00411343       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            301            1.5       -3596.45        1731.23       -5327.68       -6150.96        4.62332              1
            302          1.505       -3596.22        1721.99       -5318.21       -6212.21        4.65382              1
            303           1.51       -3596.12        1708.32       -5304.43       -6303.82        4.69954              1
            304          1.515       -3595.96        1692.07       -5288.02       -6413.12        4.75412              1
            305           1.52       -3595.56           1676       -5271.56       -6521.09        4.80802              1
            306          1.525        -3595.7        1662.98       -5258.69       -6605.03        4.84962              1
            307           1.53       -3595.91        1655.03       -5250.94       -6651.97        4.87249              1
            308          1.535       -3595.83        1652.74       -5248.57        -6658.2         4.8748              1
            309           1.54       -3596.06        1655.47       -5251.53       -6625.91        4.85746              1
            310          1.545       -3596.46        1661.88       -5258.34       -6564.59        4.82525              1
            311           1.55       -3596.81        1670.51       -5267.32       -6484.81        4.78352              1
            312          1.555       -3596.77        1680.32       -5277.09       -6395.22        4.73672              1
            313           1.56       -3596.76        1690.85       -5287.61       -6298.27        4.68604              1
            314          1.565       -3596.54        1702.18       -5298.72       -6194.93        4.63207              1
            315           1.57       -3596.59         1714.6       -5311.19       -6082.57        4.57345              1
            316          1.575       -3596.17        1728.22       -5324.39        -5963.6        4.51165              1
            317           1.58       -3596.32        1742.73       -5339.04       -5837.86        4.44641              1
            318          1.585       -3596.23        1757.43       -5353.67       -5713.31        4.38198              1
            319           1.59       -3596.04        1771.42       -5367.46       -5596.69        4.32178              1
            320          1.595       -3595.91        1783.75       -5379.66       -5494.62        4.26914              1
            321            1.6       -3595.86        1793.53        -5389.4       -5413.65        4.22739              1
            322          1.605       -3595.92        1799.89       -5395.81       -5359.92         4.1996              1
            323           1.61       -3595.91        1801.95       -5397.86       -5339.76        4.18898              1
            324          1.615       -3595.98        1799.07       -5395.06       -5356.82        4.19731              1
            325           1.62       -3595.88        1791.19       -5387.07       -5411.59        4.22481              1
            326          1.625       -3595.77        1779.19       -5374.96       -5496.79        4.26774              1
            327           1.63       -3595.74        1764.83       -5360.57       -5599.11        4.31934              1
            328          1.635       -3595.62        1750.36       -5345.97       -5703.02        4.37179              1
            329           1.64       -3595.61        1737.62       -5333.22       -5794.52        4.41799              1
            330          1.645       -3595.49         1727.4       -5322.89       -5868.13        4.45518              1
            331           1.65       -3595.44        1719.68       -5315.12        -5923.1        4.48289              1
            332          1.655       -3595.55        1714.46       -5310.02       -5958.86         4.5008              1
            333           1.66       -3595.59        1712.26       -5307.85       -5972.66        4.50761              1
            334          1.665       -3595.54        1713.67       -5309.21       -5960.82        4.50149              1
            335           1.67       -3595.83        1718.67       -5314.49       -5922.78        4.48211              1
            336          1.675       -3595.84        1726.28       -5322.12       -5867.64        4.45423              1
            337           1.68       -3595.94        1734.86        -5330.8       -5806.27        4.42326              1
            338          1.685       -3596.15        1742.61       -5338.76       -5751.31        4.39558              1
            339           1.69       -3596.23        1748.21       -5344.43       -5712.98        4.37637              1
            340          1.695       -3596.46        1750.97       -5347.42        -5695.3        4.36763              1
            341            1.7       -3596.61        1750.72       -5347.33       -5700.11         4.3703              1
            342          1.705       -3596.43        1747.59       -5344.02       -5727.17        4.38433              1
            343           1.71       -3596.76        1741.88       -5338.64       -5771.31        4.40687              1
            344          1.715       -3596.73        1734.27          -5331       -5829.87        4.43676              1
            345           1.72       -3596.45        1725.88       -5322.33       -5894.19        4.46957              1
            346          1.725       -3596.44        1718.11       -5314.55       -5952.63        4.49929              1
            347           1.73       -3596.58        1712.19       -5308.76       -5996.58        4.52159              1
            348          1.735       -3596.66        1708.89       -5305.54       -6020.91        4.53393              1
            349           1.74       -3596.87         1708.6       -5305.47       -6022.12        4.53447              1
            350          1.745       -3596.92        1711.58        -5308.5       -5999.44        4.52291              1
            351           1.75       -3597.02        1717.76       -5314.78       -5952.72        4.49914              1
            352          1.755       -3596.92        1726.42       -5323.33       -5888.13        4.46633              1
            353           1.76       -3597.06        1735.98       -5333.04       -5815.47        4.42932              1
            354          1.765       -3597.43        1744.62       -5342.05       -5747.88        4.39474              1
            355           1.77       -3596.95        1751.06       -5348.02       -5697.76        4.36912              1
            356          1.775       -3597.06        1754.97       -5352.03       -5663.75        4.35147              1
            357           1.78       -3597.24        1756.61       -5353.85       -5645.93        4.34197              1
            358          1.785       -3597.08        1756.34       -5353.42       -5643.41        4.34034              1
            359           1.79        -3597.1        1754.33       -5351.43       -5653.43        4.34504              1
            360          1.795       -3596.95        1750.91       -5347.86       -5674.63        4.35547              1
            361            1.8       -3597.05        1746.92       -5343.97       -5699.88        4.36794              1
            362          1.805       -3596.85        1743.59       -5340.44       -5722.16        4.37905              1
            363           1.81       -3596.71         1741.9        -5338.6       -5733.48         4.3847              1
            364          1.815        -3596.8        1741.91       -5338.71       -5732.69        4.38424              1
            365           1.82       -3596.66         1742.7       -5339.36       -5727.52        4.38167              1
            366          1.825       -3596.64        1742.87       -5339.52       -5726.37         4.3811              1
            367           1.83       -3596.71         1741.4        -5338.1       -5736.69        4.38629              1
            368          1.835       -3596.76        1737.94        -5334.7       -5761.22        4.39865              1
            369           1.84       -3596.78        1732.86       -5329.65       -5797.82        4.41714              1
            370          1.845       -3596.52        1726.91       -5323.43       -5842.35        4.43976              1
            371           1.85        -3596.3        1720.98       -5317.28       -5887.76        4.46292              1
            372          1.855        -3596.1        1716.01       -5312.11       -5927.75        4.48346              1
            373           1.86       -3596.31         1712.8       -5309.11       -5955.63        4.49794              1
            374          1.865       -3596.36        1711.65       -5308.01       -5970.97        4.50626              1
            375           1.87       -3596.33         1712.1       -5308.44       -5976.63        4.50984              1
            376          1.875       -3596.37        1713.04       -5309.41       -5979.63        4.51215              1
            377           1.88       -3596.32        1713.18       -5309.49       -5988.99        4.51772              1
            378          1.885        -3596.4        1711.56       -5307.96       -6010.34         4.5293              1
            379           1.89       -3595.82        1707.97       -5303.79       -6047.26        4.54885              1
            380          1.895       -3595.84        1703.09       -5298.94       -6091.06        4.57167              1
            381            1.9       -3595.55         1698.2       -5293.75       -6135.48        4.59486              1
            382          1.905       -3595.64         1694.5       -5290.14        -6169.8        4.61282              1
            383           1.91       -3595.72        1692.53       -5288.25       -6191.27        4.62426              1
            384          1.915       -3595.86        1692.02       -5287.88       -6201.25        4.62981              1
            385           1.92       -3595.99        1692.54       -5288.53       -6202.56        4.63089              1
            386          1.925       -3595.38        1694.36       -5289.74       -6195.52        4.62782              1
            387           1.93       -3595.08        1698.49       -5293.57       -6169.97        4.61526              1
            388          1.935       -3595.21        1705.86       -5301.07       -6119.35         4.5899              1
            389           1.94       -3595.48        1716.33       -5311.82       -6045.66        4.55281              1
            390          1.945       -3595.69        1728.51        -5324.2       -5959.25        4.50927              1
            391           1.95       -3595.63        1740.52       -5336.15       -5873.84        4.46622              1
            392          1.955       -3595.81        1750.85       -5346.66       -5798.46        4.42806              1
            393           1.96       -3596.05        1758.81       -5354.86       -5738.82        4.39775              1
            394          1.965       -3595.93        1764.45       -5360.38        -5696.3        4.37612              1
            395           1.97       -3596.42        1768.18        -5364.6       -5665.65        4.36033              1
            396          1.975        -3596.5        1770.34       -5366.84       -5647.94        4.35121              1
            397           1.98       -3596.55        1770.97       -5367.52        -5642.2        4.34821              1
            398          1.985       -3596.51        1769.81       -5366.32       -5650.42        4.35235              1
            399           1.99       -3596.03        1766.73       -5362.76       -5674.75        4.36482              1
            400          1.995       -3596.25        1761.91       -5358.16       -5710.58          4.383              1


   Total mass                       :               1000
   Coordinates of the center of mass:            5.26796        5.25497        5.25304
   Velocity of the center of mass   :         0.00411343       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            401              2       -3596.56         1755.9       -5352.46       -5755.92        4.40607              1
            402          2.005        -3596.4        1749.41       -5345.81       -5807.49        4.43251              1
            403           2.01       -3595.88        1743.11       -5338.99       -5860.33        4.45982              1
            404          2.015       -3595.82        1737.38        -5333.2       -5909.27        4.48516              1
            405           2.02       -3595.73        1732.09       -5327.82       -5956.37        4.50968              1
            406          2.025       -3595.59        1726.55       -5322.14       -6005.98        4.53553              1
            407           2.03       -3595.64         1719.9       -5315.54       -6062.97        4.56506              1
            408          2.035       -3595.76        1711.71       -5307.47       -6130.21         4.5997              1
            409           2.04       -3595.62        1702.51       -5298.14       -6204.65        4.63797              1
            410          2.045       -3595.59        1693.78       -5289.36       -6274.93        4.67406              1
            411           2.05       -3595.82        1687.13       -5282.95       -6328.92        4.70183              1
            412          2.055        -3595.5        1683.48       -5278.99       -6362.43        4.71935              1
            413           2.06       -3595.64         1682.9       -5278.54       -6371.79        4.72449              1
            414          2.065       -3595.53        1685.11       -5280.64       -6360.73        4.71931              1
            415           2.07       -3595.35        1689.87       -5285.23       -6330.41        4.70431              1
            416          2.075       -3595.58        1696.76       -5292.34       -6282.54        4.68027              1
            417           2.08       -3595.48         1704.9       -5300.37       -6225.52         4.6516              1
            418          2.085       -3595.59        1713.07       -5308.66       -6166.26        4.62164              1
            419           2.09       -3595.71        1720.23       -5315.94       -6112.76        4.59446              1
            420          2.095        -3596.2        1726.04       -5322.24       -6066.55        4.57075              1
            421            2.1       -3596.06        1730.81       -5326.87       -6028.67        4.55134              1
            422          2.105        -3596.1        1734.85       -5330.94       -5994.91         4.5339              1
            423           2.11        -3596.4        1737.86       -5334.26       -5966.96        4.51928              1
            424          2.115        -3596.4        1739.17       -5335.57       -5951.08        4.51073              1
            425           2.12       -3596.43        1738.28       -5334.71       -5949.56        4.50932              1
            426          2.125       -3596.51        1735.44       -5331.95       -5960.53        4.51409              1
            427           2.13       -3596.38        1731.78       -5328.15       -5976.96        4.52158              1
            428          2.135        -3596.4         1728.9       -5325.31       -5986.61        4.52555              1
            429           2.14       -3596.15        1728.15        -5324.3        -5981.6        4.52216              1
            430          2.145       -3596.48        1729.93       -5326.41       -5956.34         4.5084              1
            431           2.15       -3596.24        1733.75       -5329.99       -5917.55        4.48789              1
            432          2.155       -3596.12        1738.78       -5334.91       -5868.75        4.46221              1
            433           2.16       -3596.52        1744.38       -5340.89       -5813.29        4.43296              1
            434          2.165       -3596.52        1750.26       -5346.77          -5756        4.40281              1
            435           2.17       -3596.21        1756.41       -5352.63       -5697.19        4.37193              1
            436          2.175       -3596.52        1763.05       -5359.57       -5633.44        4.33843              1
            437           2.18       -3596.17        1770.43       -5366.59       -5567.53        4.30409              1
            438          2.185       -3596.04        1778.41       -5374.45       -5498.63        4.26836              1
            439           2.19       -3595.96        1785.86       -5381.82       -5435.82        4.23589              1
            440          2.195       -3596.24         1790.7       -5386.94       -5392.82        4.21351              1
            441            2.2       -3596.39        1790.98       -5387.37       -5384.76        4.20894              1
            442          2.205       -3596.23        1786.18       -5382.41       -5415.56         4.2242              1
            443           2.21       -3596.39        1777.71       -5374.11       -5473.72        4.25334              1
            444          2.215       -3596.12        1768.06       -5364.18       -5544.29        4.28907              1
            445           2.22       -3595.63        1759.41       -5355.04       -5611.21        4.32325              1
            446          2.225       -3596.16         1752.6       -5348.76       -5664.63        4.35059              1
            447           2.23       -3596.11        1747.09        -5343.2        -5712.2        4.37526              1
            448          2.235       -3596.39        1741.94       -5338.33       -5756.97         4.3985              1
            449           2.24       -3596.22         1736.7       -5332.92       -5803.73        4.42285              1
            450          2.245       -3596.41        1731.73       -5328.13       -5847.26        4.44547              1
            451           2.25       -3596.34        1727.83       -5324.18       -5883.51        4.46445              1
            452          2.255       -3595.93        1725.77        -5321.7       -5907.59        4.47736              1
            453           2.26       -3595.87        1725.87       -5321.74       -5915.13        4.48185              1
            454          2.265       -3596.11        1727.92       -5324.02       -5907.74        4.47871              1
            455           2.27       -3596.28        1730.96       -5327.24       -5892.79        4.47173              1
            456          2.275       -3596.86        1733.54       -5330.41       -5878.75        4.46501              1
            457           2.28       -3596.78        1734.39       -5331.16       -5877.31        4.46466              1
            458          2.285       -3597.04        1733.01       -5330.05       -5888.42        4.47037              1
            459           2.29       -3596.83         1729.8       -5326.63       -5911.71        4.48214              1
            460          2.295        -3596.9        1725.77       -5322.68       -5937.65          4.495              1
            461            2.3       -3596.65        1722.35          -5319       -5958.21        4.50505              1
            462          2.305       -3596.45        1720.94        -5317.4       -5962.48        4.50673              1
            463           2.31       -3596.45        1722.46       -5318.91       -5943.83        4.49668              1
            464          2.315       -3596.65        1727.05       -5323.69       -5901.29        4.47442              1
            465           2.32       -3596.55        1734.29       -5330.84       -5839.59        4.44247              1
            466          2.325       -3597.02        1743.44       -5340.46       -5761.83        4.40223              1
            467           2.33       -3596.99        1753.39       -5350.38       -5679.49        4.35977              1
            468          2.335       -3597.33        1762.46       -5359.78        -5602.1        4.31969              1
            469           2.34        -3597.4        1768.68       -5366.08       -5545.64        4.29023              1
            470          2.345       -3597.23        1770.77          -5368       -5519.58        4.27617              1
            471           2.35       -3597.24        1769.12       -5366.36       -5520.43         4.2757              1
            472          2.355       -3597.39        1765.78       -5363.17       -5534.78        4.28216              1
            473           2.36       -3597.33        1762.84       -5360.17       -5549.47        4.28905              1
            474          2.365       -3597.14        1761.05       -5358.19       -5559.23        4.29373              1
            475           2.37       -3597.22        1759.96       -5357.18       -5565.77        4.29692              1
            476          2.375          -3597        1758.86       -5355.86       -5575.19         4.3018              1
            477           2.38       -3596.77        1757.31       -5354.08       -5589.31        4.30917              1
            478          2.385       -3596.72        1754.96       -5351.68        -5609.5        4.31964              1
            479           2.39       -3596.92        1751.42       -5348.35       -5637.91        4.33422              1
            480          2.395       -3596.38        1746.46       -5342.85       -5678.71        4.35525              1
            481            2.4       -3596.25        1740.59       -5336.83       -5724.81        4.37885              1
            482          2.405       -3595.84        1735.14       -5330.98       -5768.79        4.40144              1
            483           2.41       -3595.76        1731.59       -5327.34       -5798.49        4.41678              1
            484          2.415       -3595.69        1730.63       -5326.32       -5809.85        4.42289              1
            485           2.42       -3595.58        1732.01        -5327.6       -5804.44        4.42052              1
            486          2.425       -3595.58        1734.95       -5330.53       -5786.94        4.41198              1
            487           2.43       -3595.41        1738.54       -5333.95        -5764.2        4.40075              1
            488          2.435        -3595.7        1742.39       -5338.09       -5737.44        4.38731              1
            489           2.44        -3595.9        1746.85       -5342.75       -5706.44        4.37174              1
            490          2.445       -3595.81        1752.39        -5348.2       -5669.14        4.35311              1
            491           2.45       -3595.71        1758.75       -5354.46       -5627.06        4.33216              1
            492          2.455       -3596.06        1764.77       -5360.83        -5587.2        4.31231              1
            493           2.46       -3596.46         1769.2       -5365.66       -5559.55        4.29869              1
            494          2.465       -3596.68        1771.59       -5368.28       -5547.87        4.29325              1
            495           2.47       -3596.52        1772.28        -5368.8       -5550.52         4.2952              1
            496          2.475        -3596.7        1771.66       -5368.37       -5562.25        4.30172              1
            497           2.48       -3596.53        1769.84       -5366.37       -5584.13        4.31349              1
            498          2.485       -3596.42        1766.98        -5363.4       -5613.32        4.32893              1
            499           2.49        -3596.6        1763.71       -5360.31       -5644.38        4.34523              1
            500          2.495       -3596.35        1760.85        -5357.2       -5673.27         4.3605              1


   Total mass                       :               1000
   Coordinates of the center of mass:            5.22827        5.22506        5.23308
   Velocity of the center of mass   :         0.00411343       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            501            2.5       -3596.77        1758.95       -5355.71       -5692.49        4.37066              1
            502          2.505       -3596.87        1758.12       -5354.99       -5703.69        4.37674              1
            503           2.51       -3596.74        1758.34       -5355.08       -5706.57        4.37856              1
            504          2.515       -3596.51         1759.6       -5356.11       -5700.68        4.37584              1
            505           2.52       -3596.64         1761.9       -5358.54       -5684.81        4.36788              1
            506          2.525       -3596.82        1765.07       -5361.89       -5661.42        4.35602              1
            507           2.53       -3596.96        1768.52       -5365.48       -5635.25         4.3427              1
            508          2.535       -3597.07         1771.1       -5368.17        -5614.6        4.33209              1
            509           2.54       -3596.97        1771.45       -5368.42       -5609.54        4.32933              1
            510          2.545        -3596.6        1768.85       -5365.45       -5625.72         4.3373              1
            511           2.55       -3596.08        1763.65       -5359.72       -5660.63        4.35473              1
            512          2.555       -3596.04        1756.95       -5352.99       -5704.99        4.37682              1
            513           2.56       -3596.42         1749.7       -5346.12        -5752.7        4.40055              1
            514          2.565       -3596.44        1742.23       -5338.67       -5803.73         4.4261              1
            515           2.57       -3596.39        1734.74       -5331.13       -5855.62        4.45214              1
            516          2.575       -3596.25        1727.75          -5324       -5904.68        4.47682              1
            517           2.58       -3596.07        1721.84       -5317.91       -5946.42        4.49783              1
            518          2.585       -3596.05        1717.21       -5313.26       -5978.61          4.514              1
            519           2.59       -3596.57        1713.48       -5310.05       -6002.45         4.5258              1
            520          2.595       -3596.79        1710.13       -5306.92       -6023.85        4.53638              1
            521            2.6       -3596.72        1706.96       -5303.68       -6044.08        4.54639              1
            522          2.605       -3597.04         1704.2       -5301.23       -6059.81        4.55399              1
            523           2.61        -3596.8        1702.08       -5298.88       -6072.35        4.56011              1
            524          2.615       -3596.49        1700.67       -5297.16        -6080.3        4.56394              1
            525           2.62       -3596.62        1699.89       -5296.51       -6082.89        4.56501              1
            526          2.625       -3596.58        1699.64       -5296.22       -6082.84        4.56483              1
            527           2.63       -3596.71        1699.55       -5296.27       -6081.89        4.56422              1
            528          2.635       -3596.77        1698.81       -5295.58       -6086.43        4.56645              1
            529           2.64       -3596.71        1696.63       -5293.34       -6101.78        4.57417              1
            530          2.645       -3596.63        1692.91       -5289.54       -6128.32        4.58755              1
            531           2.65       -3596.37        1688.52       -5284.89       -6160.35        4.60377              1
            532          2.655       -3595.76        1685.35       -5281.11       -6185.57         4.6167              1
            533           2.66       -3596.13         1685.5       -5281.63       -6185.64        4.61683              1
            534          2.665       -3596.19        1689.69       -5285.88       -6159.49        4.60396              1
            535           2.67       -3596.18        1696.31       -5292.49       -6117.52        4.58321              1
            536          2.675       -3596.33        1702.45       -5298.78        -6078.7        4.56405              1
            537           2.68       -3596.36        1705.74       -5302.09       -6060.26        4.55516              1
            538          2.685       -3596.21        1705.12       -5301.33       -6069.49        4.56021              1
            539           2.69       -3596.19        1700.76       -5296.96       -6104.37        4.57811              1
            540          2.695       -3596.23        1693.51       -5289.74       -6159.26        4.60605              1
            541            2.7       -3596.19         1684.5       -5280.69        -6226.4        4.64015              1
            542          2.705       -3596.34        1675.05       -5271.39       -6295.34        4.67505              1
            543           2.71       -3596.65        1666.66       -5263.32       -6355.26        4.70528              1
            544          2.715       -3596.39           1661       -5257.39       -6396.38        4.72607              1
            545           2.72       -3596.28        1659.68       -5255.96        -6404.9         4.7303              1
            546          2.725       -3596.47        1663.88       -5260.34       -6372.24         4.7136              1
            547           2.73       -3596.68        1673.78       -5270.46       -6297.86        4.67578              1
            548          2.735       -3596.84        1688.43       -5285.27       -6188.88        4.62046              1
            549           2.74       -3597.27        1705.92       -5303.19       -6058.05        4.55397              1
            550          2.745       -3597.04        1723.94       -5320.98       -5924.71        4.48633              1
            551           2.75       -3596.63        1740.53       -5337.16        -5801.9        4.42403              1
            552          2.755       -3596.46        1754.41       -5350.87       -5697.97        4.37121              1
            553           2.76       -3596.72        1764.86       -5361.58       -5618.17        4.33053              1
            554          2.765       -3596.67        1771.25       -5367.93       -5569.42        4.30569              1
            555           2.77       -3596.92        1773.05       -5369.97       -5553.82         4.2976              1
            556          2.775       -3596.71        1770.06       -5366.76       -5574.82        4.30815              1
            557           2.78       -3597.14        1762.58       -5359.71       -5626.48        4.33407              1
            558          2.785       -3596.92        1751.47       -5348.39       -5706.12        4.37426              1
            559           2.79       -3596.67         1738.2       -5334.87       -5801.16        4.42223              1
            560          2.795       -3596.72         1724.9       -5321.62       -5895.28        4.46963              1
            561            2.8       -3596.49        1713.99       -5310.47       -5973.01        4.50883              1
            562          2.805       -3596.42        1707.45       -5303.87       -6018.91        4.53192              1
            563           2.81       -3596.47        1706.19       -5302.66       -6026.79        4.53579              1
            564          2.815       -3596.16        1709.83       -5305.98       -6000.65        4.52259              1
            565           2.82       -3596.38        1716.99       -5313.37       -5947.43        4.49558              1
            566          2.825       -3596.28        1725.64       -5321.92       -5884.27        4.46361              1
            567           2.83        -3596.3         1733.5        -5329.8       -5826.18        4.43415              1
            568          2.835       -3596.58        1738.53       -5335.11       -5787.41        4.41436              1
            569           2.84       -3596.47        1739.47       -5335.94       -5779.22         4.4101              1
            570          2.845       -3596.36        1736.11       -5332.47       -5802.21        4.42162              1
            571           2.85       -3595.96        1729.28       -5325.23       -5851.77        4.44668              1
            572          2.855       -3595.73        1720.46       -5316.19        -5916.2         4.4793              1
            573           2.86       -3595.64        1711.32       -5306.96       -5983.89        4.51364              1
            574          2.865       -3595.62        1703.22       -5298.84       -6045.38        4.54496              1
            575           2.87       -3595.75        1696.99       -5292.74       -6094.46        4.57009              1
            576          2.875       -3595.38        1693.01       -5288.39       -6130.06        4.58864              1
            577           2.88       -3595.39        1691.38       -5286.77       -6148.88        4.59872              1
            578          2.885       -3595.38        1691.55       -5286.93       -6155.65        4.60279              1
            579           2.89       -3595.54         1692.3       -5287.83       -6158.18        4.60471              1
            580          2.895       -3595.74        1692.12       -5287.86       -6166.82        4.60968              1
            581            2.9       -3595.61        1690.14       -5285.75       -6188.44         4.6212              1
            582          2.905       -3595.21        1686.63       -5281.84       -6220.69        4.63805              1
            583           2.91       -3595.26        1682.93       -5278.19       -6251.99        4.65424              1
            584          2.915       -3595.35           1681       -5276.35       -6270.01        4.66368              1
            585           2.92       -3595.19        1682.74       -5277.93       -6262.67         4.6604              1
            586          2.925       -3595.16        1689.11       -5284.26       -6222.38         4.6405              1
            587           2.93       -3595.39        1699.43       -5294.82       -6153.53        4.60617              1
            588          2.935        -3595.8        1711.54       -5307.35        -6071.5        4.56516              1
            589           2.94       -3595.92        1722.73       -5318.65       -5996.64        4.52781              1
            590          2.945       -3595.95        1730.74       -5326.69          -5944        4.50163              1
            591           2.95       -3595.91        1734.38       -5330.28       -5922.02        4.49087              1
            592          2.955       -3595.88        1733.49       -5329.36        -5931.5        4.49591              1
            593           2.96       -3595.97         1728.7       -5324.67       -5967.71        4.51434              1
            594          2.965       -3595.91        1721.21       -5317.12       -6022.86         4.5423              1
            595           2.97       -3595.84        1712.72       -5308.56       -6084.39        4.57341              1
            596          2.975       -3595.69        1705.13       -5300.82       -6138.86        4.60091              1
            597           2.98       -3595.63        1699.96       -5295.59       -6174.78        4.61895              1
            598          2.985       -3595.92        1697.87        -5293.8       -6186.36        4.62451              1
            599           2.99       -3596.11        1698.68       -5294.79       -6176.06        4.61895              1
            600          2.995       -3596.62        1701.76       -5298.38       -6146.92        4.60366              1


   Total mass                       :               1000
   Coordinates of the center of mass:            5.24077        5.25776        5.20268
   Velocity of the center of mass   :         0.00411343       -0.03896     -0.0399279
   Translational kinetic energy     :            1.56452


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            601              3       -3596.41        1706.46       -5302.86       -6106.83         4.5829              1
            602          3.005       -3596.37        1712.26       -5308.63       -6057.13        4.55715              1
            603           3.01       -3596.38        1718.81       -5315.19       -6001.24        4.52821              1
            604          3.015       -3596.36        1725.93        -5322.3       -5941.13        4.49713              1
            605           3.02       -3596.24        1733.63       -5329.87       -5877.52        4.46433              1
            606          3.025       -3596.73        1741.98       -5338.71        -5808.1        4.42852              1
            607           3.03       -3596.48        1750.79       -5347.27       -5738.69        4.39297              1
            608          3.035        -3596.3        1759.11       -5355.42       -5673.49        4.35961              1
            609           3.04       -3596.12        1765.44       -5361.56       -5623.35        4.33391              1
            610          3.045       -3596.09        1768.37       -5364.46       -5597.59        4.32052              1
            611           3.05       -3596.39        1767.38       -5363.77       -5599.25        4.32091              1
            612          3.055       -3596.11        1762.97       -5359.07       -5627.66        4.33499              1
            613           3.06       -3595.67        1756.07       -5351.74       -5674.77        4.35857              1
            614          3.065       -3595.71        1747.49        -5343.2       -5732.73        4.38754              1
            615           3.07       -3596.01        1737.75       -5333.76       -5798.01        4.42011              1
            616          3.075       -3595.91        1727.41       -5323.31       -5868.15        4.45519              1
            617           3.08       -3595.86        1717.36       -5313.22        -5935.2        4.48862              1
            618          3.085       -3595.72        1708.79       -5304.52       -5991.23        4.51646              1
            619           3.09        -3595.8        1702.87       -5298.68       -6027.29        4.53414              1
            620          3.095       -3595.93         1700.4       -5296.33       -6038.42        4.53922              1
            621            3.1       -3596.16        1701.64        -5297.8       -6022.78        4.53077              1
            622          3.105       -3596.77        1706.17       -5302.94       -5982.45        4.50978              1
            623           3.11       -3597.05        1712.94       -5309.99       -5926.98        4.48121              1
            624          3.115       -3597.15        1720.69       -5317.84       -5864.78        4.44927              1
            625           3.12       -3597.33        1728.58       -5325.91       -5801.32        4.41668              1
            626          3.125       -3597.25        1736.33       -5333.58       -5740.12        4.38533              1
            627           3.13        -3597.5        1743.77       -5341.27       -5681.14         4.3551              1
            628          3.135       -3597.51        1750.19        -5347.7       -5631.37        4.32967              1
            629           3.14       -3597.18        1754.14       -5351.32       -5601.17        4.31427              1
            630          3.145       -3597.34        1754.02       -5351.36       -5598.84        4.31283              1
            631           3.15       -3597.23        1749.24       -5346.47        -5630.4        4.32854              1
            632          3.155       -3597.08        1741.11       -5338.18       -5685.89        4.35632              1
            633           3.16       -3596.46        1732.57       -5329.03       -5746.05         4.3866              1
            634          3.165       -3596.63         1726.5       -5323.12       -5787.14        4.40714              1
            635           3.17       -3596.91        1724.01       -5320.92       -5803.21        4.41511              1
            636          3.175       -3597.33        1724.51       -5321.85       -5798.06        4.41238              1
            637           3.18       -3597.01        1726.96       -5323.97       -5781.41        4.40405              1
            638          3.185          -3597        1730.57       -5327.57       -5755.63        4.39105              1
            639           3.19       -3597.17        1734.89       -5332.06       -5724.62        4.37539              1
            640          3.195       -3596.81        1739.62       -5336.43       -5693.09        4.35967              1
            641            3.2       -3596.64        1744.49       -5341.13       -5661.01        4.34371              1
            642          3.205        -3596.7        1749.39        -5346.1       -5629.47        4.32809              1
            643           3.21       -3596.79        1754.41        -5351.2       -5598.86        4.31308              1
            644          3.215          -3597        1759.59       -5356.59        -5568.8        4.29849              1
            645           3.22       -3597.06        1764.47       -5361.53       -5543.47        4.28649              1
            646          3.225        -3597.4        1767.87       -5365.28       -5529.62        4.28036              1
