The program mdatom performs a MD-run for a collection of atoms, using:
  1. Data characterizing the md-run
  2. Atomic coordinates and velocities


Data characterizing the MD-run:
# Title
Sample input file
#                 NumberAtoms                 AtomicMass                     MDType
                         1000                          1                          1
#                  BoxSize(x)                 BoxSize(y)                 BoxSize(z)
                       10.436                     10.436                     10.436
#               NumberMDSteps                InitialTime                   TimeStep
                         1000                          0                      0.005
#          InitialTemperature          TargetTemperature    TemperatureCouplingTime
                       120.27                     120.27                        0.1
#                  RandomSeed
                     10021988
#            XVInitialization  CoordInitializationSpread              FinalXVOutput
                            0                          0                          1
#          NAtomsOnBoxEdge(x)         NAtomsOnBoxEdge(y)         NAtomsOnBoxEdge(z)
                           10                         10                         10
#                   EpsilonLJ                    SigmaLJ    InteractionCutoffRadius
                            1                          1                        2.5
#    PropertyPrintingInterval    NumberRadialDistrPoints    RadialDistrCutoffRadius
                            1                        100                        2.5
#            TrajectoryOutput     TrajectoryOutputFormat   TrajectoryOutputInterval
                            0                          2                          5


Atomic coordinates and velocities:

 The coordinates are generated by putting atoms on a periodic lattice.
 The velocities are taken from a Maxwellian distribution.
 The initial temperature is: 119.366


Starting MD iterations...

           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T
            307           1.53       -3992.66        1526.15       -5518.81       -4352.56        3.44817       0.999495
            308          1.535       -3994.05        1521.58       -5515.63       -4373.69        3.45788       0.999547
            309           1.54       -3995.18        1514.14       -5509.32       -4417.72        3.47935       0.999642
            310          1.545       -3996.23        1503.78       -5500.01       -4484.69        3.51255       0.999787
            311           1.55       -3996.69        1491.19       -5487.88       -4571.46        3.55606       0.999979
            312          1.555       -3996.17        1478.23        -5474.4       -4666.32         3.6041         1.0002
            313           1.56       -3995.22        1467.59       -5462.81       -4748.74         3.6462        1.00041
            314          1.565       -3993.48        1461.45       -5454.93       -4803.88        3.67494        1.00056
            315           1.57        -3991.6        1460.29       -5451.89       -4824.91        3.68659        1.00062
            316          1.575       -3989.99        1463.04       -5453.03       -4816.36         3.6832         1.0006
            317           1.58       -3988.22        1468.05       -5456.27       -4789.61        3.67044        1.00053
            318          1.585       -3987.05        1474.02       -5461.07       -4750.69        3.65112        1.00043
            319           1.59       -3985.94        1480.45       -5466.39        -4704.7        3.62791        1.00032
            320          1.595       -3985.21        1487.33       -5472.53       -4650.98        3.60043        1.00021
            321            1.6       -3984.83        1494.65       -5479.48       -4590.01        3.56897        1.00009
            322          1.605       -3984.42        1502.24       -5486.65       -4524.76        3.53515       0.999964
            323           1.61       -3984.72        1509.91       -5494.63       -4454.76        3.49859       0.999838
            324          1.615       -3985.43        1517.61       -5503.04       -4381.93        3.46039       0.999713
            325           1.62       -3986.28        1525.35       -5511.63       -4307.74        3.42141       0.999588
            326          1.625       -3988.06        1533.08       -5521.14        -4230.9        3.38087       0.999464
            327           1.63       -3989.79        1540.76       -5530.55       -4155.35        3.34107       0.999342
            328          1.635        -3991.9        1547.92       -5539.83       -4083.39        3.30306       0.999223
            329           1.64       -3994.54        1553.16        -5547.7        -4024.4        3.27153       0.999121
            330          1.645       -3997.54         1554.7       -5552.24       -3991.07        3.25288       0.999065
            331           1.65       -4000.44        1551.77       -5552.22       -3990.17        3.25064       0.999077
            332          1.655       -4002.55         1545.2       -5547.75       -4018.35        3.26331       0.999156
            333           1.66       -4004.72        1536.88        -5541.6       -4060.06        3.28289        0.99928
            334          1.665          -4007        1528.95       -5535.95        -4100.2        3.30179       0.999414
            335           1.67       -4008.63        1523.11       -5531.74          -4129        3.31526       0.999528
            336          1.675       -4010.21        1520.16       -5530.37       -4138.56        3.31914         0.9996
            337           1.68       -4011.29        1519.88       -5531.17       -4131.13        3.31461       0.999624
            338          1.685       -4012.18        1521.32        -5533.5       -4112.01        3.30424        0.99961
            339           1.69       -4013.45        1523.26       -5536.71       -4087.92        3.29125       0.999579
            340          1.695       -4015.03        1524.72       -5539.74       -4066.13        3.27932       0.999549
            341            1.7       -4016.76        1525.22       -5541.98       -4050.85        3.27066       0.999533
            342          1.705        -4018.1         1524.7       -5542.81        -4044.6        3.26669       0.999533
            343           1.71        -4019.7        1523.31       -5543.01       -4044.76        3.26597       0.999549
            344          1.715       -4021.34        1521.19       -5542.53       -4051.08        3.26843       0.999577
            345           1.72       -4022.47         1518.4       -5540.87       -4064.59        3.27472       0.999617
            346          1.725       -4023.56        1515.07       -5538.63       -4082.95        3.28353       0.999667
            347           1.73        -4024.6        1511.47       -5536.08       -4103.92        3.29372       0.999725
            348          1.735       -4025.52        1508.23       -5533.75       -4123.38        3.30323       0.999783
            349           1.74       -4026.06        1506.16       -5532.22       -4136.21        3.30954       0.999829
            350          1.745       -4026.21        1505.93       -5532.14       -4137.49        3.31016        0.99985
            351           1.75       -4026.46        1507.84       -5534.29       -4123.55         3.3031       0.999836
            352          1.755       -4026.71        1511.61       -5538.32       -4096.18        3.28926       0.999788
            353           1.76       -4027.56        1516.44          -5544       -4058.98        3.27027       0.999715
            354          1.765        -4028.6        1520.99       -5549.59       -4022.21        3.25138       0.999634
            355           1.77       -4029.87        1523.77       -5553.64       -3996.31        3.23782        0.99957
            356          1.775       -4030.96         1523.6       -5554.56       -3990.98        3.23459       0.999547
            357           1.78       -4032.32        1520.04       -5552.36       -4008.44        3.24274       0.999577
            358          1.785       -4033.52         1513.5       -5547.02       -4047.83        3.26201       0.999661
            359           1.79       -4033.99        1504.99       -5538.98       -4104.29        3.29014       0.999788
            360          1.795       -4034.46        1495.81       -5530.27       -4166.94         3.3215       0.999937
            361            1.8       -4034.37        1487.23        -5521.6        -4228.7        3.35269        1.00009
            362          1.805       -4033.71        1480.44       -5514.15       -4281.23        3.37952        1.00022
            363           1.81       -4032.95        1476.61       -5509.56       -4314.93        3.39704        1.00031
            364          1.815       -4031.92        1476.78        -5508.7       -4322.89        3.40181        1.00035
            365           1.82       -4030.83        1480.81       -5511.64       -4304.85        3.39359        1.00031
            366          1.825       -4030.64        1486.69       -5517.33       -4271.27        3.37734        1.00021
            367           1.83       -4030.27         1491.7       -5521.97       -4243.81        3.36418        1.00012
            368          1.835       -4030.15        1494.12       -5524.27       -4233.34        3.35945        1.00005
            369           1.84       -4030.19        1493.48       -5523.67       -4243.81        3.36522        1.00004
            370          1.845       -4030.23        1490.09       -5520.32       -4274.36        3.38115        1.00007
            371           1.85       -4029.88        1484.56       -5514.45        -4322.4        3.40608        1.00015
            372          1.855       -4029.32        1477.65       -5506.96       -4382.49        3.43727        1.00026
            373           1.86       -4028.44        1470.16        -5498.6       -4449.16        3.47199        1.00038
            374          1.865       -4026.92        1462.96       -5489.88       -4517.16        3.50765        1.00051
            375           1.87       -4025.06        1456.89       -5481.96       -4579.16        3.54046        1.00063
            376          1.875       -4023.18        1452.74       -5475.92       -4628.29        3.56684        1.00072
            377           1.88        -4020.7        1451.13       -5471.83       -4661.12        3.58515        1.00077
            378          1.885       -4018.41        1452.47       -5470.88       -4671.79         3.5922        1.00078
            379           1.89       -4016.18        1456.72        -5472.9        -4660.2        3.58789        1.00073
            380          1.895       -4014.17        1463.23       -5477.39       -4629.85         3.5739        1.00063
            381            1.9       -4012.23        1470.87        -5483.1       -4588.51        3.55414         1.0005
            382          1.905       -4011.17        1478.57       -5489.74        -4541.4        3.53102        1.00037
            383           1.91       -4010.51        1485.56       -5496.07       -4495.54        3.50823        1.00024
            384          1.915       -4010.08        1491.41        -5501.5       -4455.17        3.48798        1.00013
            385           1.92       -4009.64        1495.77       -5505.41       -4424.08         3.4723        1.00004
            386          1.925       -4009.53        1498.31       -5507.84       -4403.96        3.46199       0.999984
            387           1.93       -4009.77        1498.89       -5508.67       -4396.12        3.45773       0.999959
            388          1.935       -4009.98        1497.73       -5507.72       -4400.57        3.45966       0.999965
            389           1.94       -4010.02        1495.35       -5505.37       -4414.41        3.46638       0.999997
            390          1.945       -4010.26        1492.32       -5502.58       -4432.62        3.47528        1.00004
            391           1.95        -4010.3        1489.06       -5499.35       -4453.46         3.4856         1.0001
            392          1.955       -4010.17        1485.89       -5496.06       -4474.53         3.4961        1.00015
            393           1.96       -4009.67        1483.24       -5492.91       -4493.51        3.50567         1.0002
            394          1.965       -4008.81        1481.75       -5490.56       -4505.88        3.51206        1.00024
            395           1.97       -4008.01        1482.03       -5490.04        -4506.2        3.51241        1.00025
            396          1.975       -4007.45        1484.28       -5491.73       -4492.41        3.50564        1.00023
            397           1.98       -4006.74        1488.14       -5494.88       -4468.08        3.49363        1.00018
            398          1.985       -4006.64        1492.66        -5499.3       -4437.33        3.47825         1.0001
            399           1.99        -4006.6        1496.59       -5503.19       -4410.58        3.46486        1.00003
            400          1.995       -4006.49         1498.7       -5505.18       -4396.94        3.45809       0.999976


   Total mass                       :               1000
   Coordinates of the center of mass:            5.22628        5.20218        5.21067
   Velocity of the center of mass   :         0.00395728     -0.0374809     -0.0384121
   Translational kinetic energy     :            1.44799


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            401              2       -4006.75        1498.23       -5504.98        -4400.6        3.45997       0.999961
            402          2.005       -4006.87        1495.23        -5502.1        -4423.3        3.47153       0.999992
            403           2.01       -4006.47        1490.54       -5497.01       -4460.77        3.49075        1.00006
            404          2.015       -4005.86         1485.4       -5491.27       -4503.61        3.51287        1.00015
            405           2.02       -4005.46        1480.91       -5486.37       -4542.94         3.5333        1.00023
            406          2.025       -4004.76        1477.54        -5482.3       -4576.49          3.551         1.0003
            407           2.03        -4003.8        1475.05       -5478.85        -4605.1        3.56633        1.00035
            408          2.035       -4002.73        1472.84       -5475.56       -4632.05        3.58084        1.00038
            409           2.04       -4001.27        1470.37       -5471.64       -4661.25        3.59652        1.00042
            410          2.045       -3999.65        1467.77       -5467.42        -4691.1         3.6125        1.00047
            411           2.05       -3998.35        1465.95        -5464.3       -4713.67        3.62467        1.00051
            412          2.055       -3997.06        1466.35        -5463.4       -4719.89        3.62855        1.00053
            413           2.06       -3995.91        1470.15       -5466.06       -4700.87        3.61962        1.00049
            414          2.065       -3994.37        1477.51       -5471.88       -4656.66        3.59801        1.00039
            415           2.07       -3993.37        1487.27       -5480.65       -4591.91        3.56576        1.00024
            416          2.075       -3992.86        1497.41       -5490.27       -4520.53        3.52983        1.00007
            417           2.08       -3992.84        1505.87       -5498.71       -4456.75        3.49738       0.999907
            418          2.085       -3992.92        1511.38        -5504.3        -4411.2         3.4739        0.99979
            419           2.09       -3993.63        1513.66       -5507.29       -4385.15        3.45996       0.999727
            420          2.095       -3994.72        1513.32       -5508.04       -4376.32        3.45458       0.999715
            421            2.1       -3995.62        1511.35       -5506.98       -4380.36         3.4558       0.999737
            422          2.105       -3996.28        1508.67       -5504.95       -4391.65        3.46085       0.999777
            423           2.11       -3996.75        1505.82       -5502.56       -4406.62        3.46795       0.999824
            424          2.115       -3997.05        1502.95          -5500       -4424.18        3.47657       0.999871
            425           2.12       -3997.56        1500.03       -5497.59       -4443.45        3.48616       0.999918
            426          2.125       -3997.65        1496.92       -5494.57       -4467.29        3.49832       0.999967
            427           2.13       -3997.61        1493.23       -5490.85       -4497.32        3.51377        1.00002
            428          2.135       -3997.35        1488.34       -5485.69       -4538.01        3.53477        1.00009
            429           2.14       -3996.53        1481.63       -5478.16       -4594.29        3.56385        1.00019
            430          2.145       -3995.83        1473.14       -5468.97        -4663.8        3.59964        1.00032
            431           2.15       -3994.54        1464.01       -5458.54       -4740.83        3.63946        1.00047
            432          2.155       -3992.91        1456.31       -5449.22       -4810.08        3.67556        1.00063
            433           2.16       -3990.56        1452.13       -5442.69       -4858.03        3.70124        1.00074
            434          2.165       -3988.62         1452.4       -5441.02       -4873.96        3.71074        1.00077
            435           2.17       -3986.86        1456.82       -5443.68        -4859.7        3.70497        1.00073
            436          2.175       -3985.08        1464.47       -5449.55       -4821.37        3.68697        1.00062
            437           2.18       -3983.46        1474.17       -5457.63       -4765.87        3.66011        1.00046
            438          2.185       -3982.45        1484.43       -5466.88       -4701.85        3.62857        1.00029
            439           2.19       -3981.89        1493.69       -5475.58       -4640.45        3.59799        1.00012
            440          2.195       -3981.96        1500.83       -5482.79        -4589.2        3.57212       0.999979
            441            2.2       -3982.31        1505.41       -5487.72       -4552.69        3.55339       0.999883
            442          2.205       -3982.23        1507.62       -5489.85       -4532.41        3.54279       0.999829
            443           2.21       -3982.97        1507.98       -5490.95       -4521.78        3.53677        0.99981
            444          2.215       -3983.75        1507.06        -5490.8        -4519.7        3.53501       0.999817
            445           2.22       -3984.43        1505.39       -5489.82        -4523.3        3.53614        0.99984
            446          2.225       -3984.92        1503.51       -5488.43       -4529.54         3.5387        0.99987
            447           2.23       -3985.24        1501.87       -5487.11       -4535.42        3.54118         0.9999
            448          2.235       -3985.34         1500.6       -5485.94       -4540.14        3.54321       0.999924
            449           2.24       -3986.06        1499.45        -5485.5       -4542.95        3.54418       0.999942
            450          2.245       -3986.17        1497.96       -5484.13       -4550.34        3.54764       0.999963
            451           2.25       -3986.15        1496.03       -5482.18       -4561.65        3.55314       0.999991
            452          2.255       -3986.14        1494.06        -5480.2        -4573.6          3.559        1.00003
            453           2.26       -3986.13        1492.85       -5478.98       -4580.74        3.56248        1.00005
            454          2.265       -3985.79        1493.13       -5478.91       -4578.93        3.56157        1.00006
            455           2.27       -3985.61        1495.11       -5480.72       -4564.75        3.55442        1.00004
            456          2.275       -3985.88        1498.45       -5484.33       -4539.47        3.54155       0.999999
            457           2.28       -3986.04        1502.47        -5488.5       -4509.14        3.52612       0.999935
            458          2.285        -3986.5        1506.53       -5493.03       -4476.63        3.50944       0.999867
            459           2.29       -3986.77         1510.3       -5497.07        -4445.8        3.49356       0.999802
            460          2.295       -3987.54        1513.76        -5501.3       -4414.91        3.47747       0.999744
            461            2.3       -3988.18        1517.07       -5505.26       -4384.89        3.46181        0.99969
            462          2.305       -3989.35        1520.46       -5509.82       -4352.66        3.44489       0.999636
            463           2.31       -3990.55        1523.95        -5514.5       -4319.89        3.42772        0.99958
            464          2.315       -3991.68        1527.21       -5518.89       -4289.52        3.41181       0.999524
            465           2.32       -3993.18        1529.58       -5522.76       -4265.22        3.39895       0.999477
            466          2.325       -3994.96        1530.34       -5525.31       -4252.73        3.39207        0.99945
            467           2.33       -3996.64        1528.94       -5525.58       -4257.66        3.39414       0.999454
            468          2.335       -3998.39        1525.06       -5523.45       -4282.19        3.40625       0.999496
            469           2.34       -3999.49        1518.64       -5518.13       -4329.23        3.43008       0.999579
            470          2.345        -4000.9           1510        -5510.9       -4394.11        3.46307       0.999702
            471           2.35       -4001.53        1499.81       -5501.34       -4475.42        3.50478       0.999859
            472          2.355       -4001.81        1489.06       -5490.86       -4564.97          3.551        1.00004
            473           2.36       -4001.36        1478.56       -5479.92       -4657.65         3.5992        1.00022
            474          2.365       -4000.66         1468.7       -5469.37       -4748.66         3.6468        1.00039
            475           2.37       -3999.52        1459.43       -5458.95       -4838.05         3.6938        1.00055
            476          2.375       -3997.41        1450.63       -5448.04       -4927.05        3.74084        1.00071
            477           2.38       -3995.27        1442.55       -5437.82       -5010.26        3.78491        1.00086
            478          2.385        -3992.2        1435.92       -5428.13       -5084.38         3.8245        1.00099
            479           2.39       -3989.08        1431.87       -5420.95       -5138.18        3.85367        1.00109
            480          2.395       -3985.41        1431.51       -5416.92       -5164.34        3.86881        1.00114
            481            2.4       -3982.38        1435.56       -5417.94       -5153.45         3.8648        1.00111
            482          2.405       -3979.24        1444.13       -5423.37       -5106.16        3.84209        1.00099
            483           2.41       -3976.38         1456.9       -5433.28       -5023.03        3.80082         1.0008
            484          2.415       -3974.37        1473.18       -5447.55       -4906.96        3.74228        1.00054
            485           2.42       -3973.71        1491.83       -5465.55        -4764.8        3.66984        1.00024
            486          2.425       -3973.36        1511.22       -5484.58       -4611.72        3.59142       0.999914
            487           2.43       -3974.14        1529.47       -5503.61       -4459.36        3.51276       0.999601
            488          2.435       -3975.71        1544.72       -5520.43       -4323.03        3.44174       0.999329
            489           2.44       -3978.52         1555.4       -5533.93       -4213.86        3.38397       0.999123
            490          2.445       -3981.32        1560.47       -5541.78        -4144.6        3.34632          0.999
            491           2.45       -3984.61        1559.51       -5544.12       -4118.01        3.33016       0.998968
            492          2.455        -3987.3        1552.84       -5540.14        -4136.5         3.3371       0.999029
            493           2.46       -3990.21        1541.39        -5531.6       -4192.02        3.36294       0.999173
            494          2.465       -3992.22        1526.67       -5518.89       -4277.86        3.40466       0.999384
            495           2.47       -3993.62        1510.73       -5504.34       -4379.01        3.45463       0.999636
            496          2.475       -3993.93        1495.94       -5489.87       -4479.87        3.50513       0.999895
            497           2.48       -3993.74         1484.6       -5478.34       -4562.18        3.54675        1.00012
            498          2.485       -3993.02        1478.24       -5471.27        -4614.1        3.57348        1.00027
            499           2.49       -3992.16        1477.26       -5469.42       -4630.56        3.58256        1.00033
            500          2.495       -3991.35        1480.82       -5472.17       -4615.46        3.57578        1.00031


   Total mass                       :               1000
   Coordinates of the center of mass:            5.25958        5.22509        5.23311
   Velocity of the center of mass   :         0.00397976     -0.0376939     -0.0386304
   Translational kinetic energy     :            1.46449


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            501            2.5       -3990.76        1487.22       -5477.98       -4579.09        3.55821        1.00022
            502          2.505       -3990.53        1494.43       -5484.97       -4534.57        3.53633        1.00009
            503           2.51       -3990.41        1500.55       -5490.96       -4495.83        3.51719       0.999978
            504          2.515       -3990.49        1504.21        -5494.7       -4472.31        3.50554       0.999895
            505           2.52       -3990.63         1504.9       -5495.53       -4468.46        3.50369       0.999859
            506          2.525       -3991.04        1503.12       -5494.17       -4480.69        3.50982       0.999872
            507           2.53       -3990.96        1500.18       -5491.14       -4502.78        3.52104       0.999916
            508          2.535       -3990.84        1497.66        -5488.5       -4522.52        3.53115       0.999966
            509           2.54       -3990.98        1496.86       -5487.84       -4529.88          3.535       0.999997
            510          2.545       -3990.82        1498.39       -5489.22       -4522.03        3.53129       0.999991
            511           2.55       -3990.69        1502.12       -5492.81       -4498.57        3.51972       0.999946
            512          2.555       -3990.76        1507.43       -5498.19       -4462.95        3.50194       0.999869
            513           2.56       -3991.24        1513.58       -5504.81       -4419.73        3.48019       0.999773
            514          2.565       -3992.24        1519.81       -5512.05       -4373.92        3.45698        0.99967
            515           2.57       -3993.84        1525.24       -5519.08       -4331.73        3.43542       0.999573
            516          2.575       -3995.55        1528.79       -5524.34       -4302.37        3.42028       0.999498
            517           2.58       -3997.06        1529.37       -5526.42       -4294.59        3.41605       0.999462
            518          2.585       -3998.61        1526.36       -5524.97       -4312.11        3.42457       0.999481
            519           2.59       -4000.43        1520.06       -5520.49       -4352.67        3.44466       0.999558
            520          2.595       -4001.47        1511.61       -5513.08       -4411.67        3.47431       0.999682
            521            2.6       -4001.97        1502.62       -5504.59       -4477.22        3.50749        0.99983
            522          2.605       -4002.32        1494.64       -5496.96        -4537.1        3.53793       0.999974
            523           2.61       -4002.23        1488.81       -5491.04       -4583.68        3.56183        1.00009
            524          2.615       -4002.05         1485.8       -5487.85       -4610.55        3.57583        1.00017
            525           2.62       -4001.36        1485.79       -5487.15        -4617.1        3.57966        1.00019
            526          2.625       -4000.98         1488.5       -5489.48       -4602.25        3.57254        1.00017
            527           2.63       -4000.54        1493.35       -5493.88       -4571.01        3.55706         1.0001
            528          2.635       -4000.66        1499.59       -5500.25       -4526.72        3.53474        1.00001
            529           2.64       -4000.86        1506.31       -5507.17       -4477.47         3.5098       0.999896
            530          2.645       -4001.34        1512.38       -5513.72       -4431.03        3.48612       0.999787
            531           2.65       -4002.26        1516.53       -5518.79       -4396.28        3.46818         0.9997
            532          2.655       -4003.13        1517.77       -5520.91       -4382.35        3.46073       0.999654
            533           2.66        -4004.1        1515.72       -5519.82       -4392.22        3.46531        0.99966
            534          2.665       -4004.97        1510.75       -5515.72       -4424.61         3.4814        0.99972
            535           2.67       -4005.74        1503.83       -5509.58       -4473.29        3.50589       0.999821
            536          2.675        -4005.8         1496.2       -5502.01       -4531.69        3.53567       0.999944
            537           2.68       -4005.58        1488.95       -5494.53       -4590.71        3.56603        1.00007
            538          2.685        -4005.3        1482.73       -5488.04       -4644.38        3.59387        1.00019
            539           2.69        -4004.5        1477.77       -5482.27       -4691.79        3.61877        1.00028
            540          2.695        -4003.4        1474.01       -5477.41       -4731.81        3.64004        1.00035
            541            2.7       -4002.24        1471.28       -5473.51       -4763.97        3.65729        1.00041
            542          2.705       -4001.01        1469.53       -5470.54       -4787.94        3.67033        1.00045
            543           2.71       -3999.65        1468.92       -5468.56        -4802.3        3.67839        1.00047
            544          2.715       -3998.12        1469.92       -5468.04       -4803.38        3.67962        1.00047
            545           2.72       -3996.75        1473.29       -5470.04        -4784.7        3.67064        1.00043
            546          2.725       -3995.41        1479.76       -5475.16       -4741.21        3.64892        1.00035
            547           2.73       -3994.63        1489.55       -5484.18        -4669.4        3.61254        1.00021
            548          2.735       -3994.29        1502.11        -5496.4       -4573.25        3.56352        1.00002
            549           2.74       -3994.58        1516.31       -5510.89       -4459.91        3.50536       0.999793
            550          2.745        -3995.6        1530.87       -5526.47       -4338.29        3.44256       0.999556
            551           2.75       -3996.97        1544.58       -5541.55       -4218.59         3.3804       0.999328
            552          2.755       -3999.58        1556.28       -5555.85        -4107.2        3.32193       0.999126
            553           2.76       -4002.59        1564.76       -5567.36       -4015.99         3.2734       0.998968
            554          2.765       -4006.19         1568.9       -5575.08       -3953.43        3.23913       0.998869
            555           2.77       -4009.81        1567.92       -5577.72        -3927.5        3.22335       0.998844
            556          2.775        -4013.3        1561.77       -5575.07       -3940.03        3.22709       0.998899
            557           2.78        -4016.7        1551.22       -5567.92       -3986.31        3.24805        0.99903
            558          2.785       -4019.43        1537.69       -5557.12       -4058.75         3.2826       0.999222
            559           2.79       -4021.54        1522.81       -5544.36       -4145.84        3.32496       0.999451
            560          2.795       -4022.91        1508.06       -5530.97       -4237.47        3.37005       0.999693
            561            2.8       -4023.28        1494.57       -5517.85       -4325.98        3.41405       0.999926
            562          2.805       -4023.02        1483.13       -5506.15       -4404.13        3.45318        1.00014
            563           2.81       -4022.48        1474.39       -5496.87       -4465.78        3.48421        1.00031
            564          2.815       -4020.97        1468.82       -5489.79       -4509.08        3.50635        1.00043
            565           2.82       -4019.64        1466.64       -5486.28       -4528.65        3.51655         1.0005
            566          2.825       -4018.43        1467.48       -5485.91       -4526.71        3.51591        1.00051
            567           2.83       -4017.33        1470.28       -5487.61       -4510.09         3.5078        1.00047
            568          2.835       -4016.18        1473.67       -5489.85       -4488.43        3.49708        1.00041
            569           2.84          -4015        1476.68       -5491.68       -4468.27        3.48703        1.00036
            570          2.845       -4014.06        1479.28       -5493.34       -4449.45        3.47751        1.00031
            571           2.85          -4013        1482.08       -5495.08       -4429.12        3.46723        1.00027
            572          2.855       -4012.33        1485.52       -5497.85       -4403.06        3.45396        1.00021
            573           2.86       -4012.12        1489.23       -5501.35       -4373.62        3.43887        1.00015
            574          2.865       -4011.72        1492.25       -5503.97       -4349.53        3.42651        1.00009
            575           2.87       -4011.39        1493.63       -5505.03       -4336.59        3.41973        1.00005
            576          2.875       -4011.43        1493.08       -5504.51       -4336.45        3.41932        1.00004
            577           2.88       -4011.09        1491.02       -5502.12       -4348.76        3.42534        1.00007
            578          2.885        -4010.7        1488.49       -5499.18       -4365.98        3.43395        1.00011
            579           2.89       -4010.64        1486.51       -5497.15       -4379.81         3.4409        1.00015
            580          2.895        -4010.2        1485.74       -5495.94       -4387.82        3.44515        1.00018
            581            2.9       -4009.93        1486.23       -5496.16       -4387.54        3.44527        1.00018
            582          2.905       -4009.51        1487.69        -5497.2       -4381.48        3.44257        1.00016
            583           2.91       -4009.19        1489.72       -5498.91       -4371.05        3.43765        1.00013
            584          2.915       -4008.86        1491.96       -5500.82        -4358.7        3.43172        1.00009
            585           2.92       -4008.65        1494.09       -5502.74       -4345.93        3.42548        1.00006
            586          2.925       -4008.49        1495.86       -5504.35       -4334.51        3.41982        1.00002
            587           2.93       -4008.57        1497.18       -5505.75       -4324.32        3.41461       0.999998
            588          2.935       -4008.53        1498.22       -5506.75       -4315.38        3.40998       0.999979
            589           2.94       -4008.57        1499.41       -5507.98       -4304.18        3.40411       0.999963
            590          2.945       -4008.44        1501.37       -5509.81       -4287.41        3.39542       0.999939
            591           2.95       -4008.29        1504.74       -5513.03       -4260.49        3.38161       0.999897
            592          2.955       -4008.64        1509.83       -5518.48       -4219.75         3.3607       0.999828
            593           2.96       -4009.57        1516.41       -5525.98       -4166.67        3.33342       0.999731
            594          2.965       -4010.93        1523.59       -5534.52       -4107.86        3.30314       0.999616
            595           2.97       -4012.07        1530.11       -5542.19       -4054.11        3.27544       0.999502
            596          2.975       -4013.65         1534.8       -5548.45       -4011.97        3.25347        0.99941
            597           2.98       -4016.08        1536.91       -5552.99       -3985.94        3.23944       0.999355
            598          2.985       -4017.61        1536.25       -5553.86       -3983.36        3.23754       0.999345
            599           2.99       -4019.69        1533.16       -5552.86        -3998.1        3.24437       0.999376
            600          2.995       -4021.26        1528.37       -5549.63       -4028.88        3.25961       0.999442


   Total mass                       :               1000
   Coordinates of the center of mass:            5.24069        5.13328        5.20345
   Velocity of the center of mass   :         0.00394082     -0.0373251     -0.0382524
   Translational kinetic energy     :            1.43597


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            601              3       -4023.12        1522.67       -5545.79       -4067.89        3.27916       0.999528
            602          3.005       -4024.51        1516.69        -5541.2       -4112.95        3.30208       0.999623
            603           3.01       -4025.39        1510.76       -5536.15       -4161.41        3.32702        0.99972
            604          3.015       -4025.76        1505.06       -5530.83       -4211.48        3.35305       0.999815
            605           3.02       -4026.53        1499.74       -5526.27       -4258.79        3.37768       0.999906
            606          3.025       -4026.65           1495       -5521.65       -4304.39        3.40164        0.99999
            607           3.03       -4026.18        1491.12        -5517.3       -4345.59        3.42353        1.00006
            608          3.035       -4025.74        1488.55       -5514.28       -4377.12        3.44052        1.00012
            609           3.04       -4025.41        1487.67       -5513.09       -4395.52         3.4508        1.00015
            610          3.045       -4025.03        1488.58       -5513.61       -4400.41         3.4542        1.00015
            611           3.05       -4024.72        1490.88        -5515.6        -4393.8        3.45167        1.00012
            612          3.055       -4024.25        1493.91       -5518.16       -4380.92        3.44589        1.00007
            613           3.06       -4024.27        1496.89       -5521.15       -4365.32        3.43849        1.00002
            614          3.065        -4023.9        1499.12       -5523.02       -4354.72        3.43358       0.999972
            615           3.07       -4023.76        1499.98       -5523.73          -4352        3.43249       0.999944
            616          3.075       -4023.87        1498.99       -5522.86       -4360.84         3.4371       0.999945
            617           3.08       -4024.17        1495.93       -5520.09       -4383.51        3.44859       0.999978
            618          3.085       -4024.01         1490.8       -5514.81       -4422.12        3.46824        1.00005
            619           3.09       -4023.67        1483.93        -5507.6       -4474.02        3.49465        1.00015
            620          3.095       -4023.26        1475.96       -5499.22       -4534.56        3.52548        1.00028
            621            3.1       -4022.47        1467.97       -5490.44       -4597.29        3.55759        1.00042
            622          3.105       -4021.46        1461.33       -5482.79       -4652.25        3.58593        1.00055
            623           3.11       -4019.47        1457.26       -5476.73       -4692.92         3.6074        1.00064
            624          3.115       -4017.52        1456.46       -5473.98       -4710.78        3.61741        1.00069
            625           3.12       -4015.97        1459.02       -5474.99       -4703.57        3.61468        1.00067
            626          3.125       -4013.93        1464.43       -5478.36       -4676.71         3.6021         1.0006
            627           3.13       -4011.94         1471.8       -5483.74       -4634.24        3.58151        1.00049
            628          3.135       -4010.88           1480       -5490.88          -4581        3.55509        1.00035
            629           3.14          -4010        1487.94       -5497.94       -4526.62        3.52786        1.00021
