The program mdatom performs a MD-run for a collection of atoms, using:
  1. Data characterizing the md-run
  2. Atomic coordinates and velocities


Data characterizing the MD-run:
# Title
Sample input file
#                 NumberAtoms                 AtomicMass                     MDType
                         1000                          1                          1
#                  BoxSize(x)                 BoxSize(y)                 BoxSize(z)
                       10.436                     10.436                     10.436
#               NumberMDSteps                InitialTime                   TimeStep
                         1000                          0                      0.005
#          InitialTemperature          TargetTemperature    TemperatureCouplingTime
                       120.27                     120.27                        0.1
#                  RandomSeed
                     10021988
#            XVInitialization  CoordInitializationSpread              FinalXVOutput
                            0                          0                          1
#          NAtomsOnBoxEdge(x)         NAtomsOnBoxEdge(y)         NAtomsOnBoxEdge(z)
                           10                         10                         10
#                   EpsilonLJ                    SigmaLJ    InteractionCutoffRadius
                            1                          1                        2.5
#    PropertyPrintingInterval    NumberRadialDistrPoints    RadialDistrCutoffRadius
                            1                        100                        2.5
#            TrajectoryOutput     TrajectoryOutputFormat   TrajectoryOutputInterval
                            0                          2                          5


Atomic coordinates and velocities:

 The coordinates are generated by putting atoms on a periodic lattice.
 The velocities are taken from a Maxwellian distribution.
 The initial temperature is: 119.366


Starting MD iterations...

           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T
             18          0.085        -3298.3        1242.74       -4541.04       -11276.5        7.34317        1.00578
             19           0.09       -3285.77        1289.49       -4575.26       -11005.8        7.21181        1.00448
             20          0.095       -3275.06        1323.48       -4598.55       -10809.7        7.11674        1.00359
             21            0.1       -3265.97        1348.22       -4614.19       -10668.8        7.04858        1.00298
             22          0.105       -3258.23        1367.98       -4626.22       -10556.6        6.99439        1.00255
             23           0.11       -3251.13         1386.9       -4638.03         -10448        6.94176        1.00218
             24          0.115       -3245.15        1408.21       -4653.36       -10318.8         6.8785        1.00179
             25           0.12       -3240.01        1433.88       -4673.89       -10155.5        6.79775        1.00136
             26          0.125          -3236        1464.38       -4700.38       -9952.23        6.69643        1.00085
             27           0.13       -3233.63        1498.79       -4732.41       -9712.46        6.57598        1.00028
             28          0.135       -3232.59        1535.14       -4767.73       -9449.44        6.44303        0.99968
             29           0.14       -3234.35         1571.1       -4805.46       -9174.34        6.30276       0.999099
             30          0.145       -3236.55        1604.68       -4841.23       -8908.18        6.16634       0.998567
             31           0.15       -3240.63        1634.65       -4875.28       -8655.88        6.03593       0.998102
             32          0.155       -3245.78        1660.65       -4906.42       -8423.47        5.91486        0.99771
             33           0.16       -3252.49        1682.95       -4935.44        -8208.9        5.80209       0.997383
             34          0.165       -3260.55        1702.15        -4962.7       -8009.81        5.69657       0.997109
             35           0.17       -3269.73         1718.9       -4988.62       -7823.34        5.59702       0.996878
             36          0.175       -3279.64        1733.53       -5013.17       -7648.82        5.50323       0.996678
             37           0.18       -3290.09        1745.87       -5035.96       -7488.46        5.41641       0.996508
             38          0.185       -3301.24        1755.31       -5056.55        -7346.2        5.33851       0.996372
             39           0.19       -3313.34        1761.32       -5074.67       -7225.42        5.27119       0.996276
             40          0.195       -3325.66        1763.84       -5089.51       -7129.15         5.2162       0.996225
             41            0.2       -3337.63        1763.39       -5101.02       -7055.98        5.17302       0.996213
             42          0.205       -3349.91        1760.74       -5110.65       -6998.94        5.13801       0.996233
             43           0.21       -3361.92        1756.55       -5118.47       -6955.13        5.10985       0.996275
             44          0.215       -3373.91        1751.38       -5125.29       -6919.89        5.08615       0.996332
             45           0.22       -3385.98        1745.63       -5131.61       -6889.77        5.06511       0.996399
             46          0.225       -3397.81        1739.59       -5137.39       -6863.24        5.04601       0.996471
             47           0.23       -3409.31        1733.38       -5142.69       -6839.13        5.02822       0.996546
             48          0.235       -3420.19        1727.14       -5147.33       -6816.84        5.01149       0.996623
             49           0.24       -3430.95        1721.42       -5152.37       -6790.56        4.99272         0.9967
             50          0.245       -3441.68        1717.29       -5158.97       -6752.27        4.96784       0.996765
             51           0.25       -3452.47         1715.9       -5168.37       -6693.24         4.9324       0.996802
             52          0.255       -3462.93        1717.89       -5180.82       -6609.73        4.88458       0.996798
             53           0.26        -3473.7        1723.12       -5196.82       -6500.26        4.82344       0.996751
             54          0.265       -3484.92        1730.94       -5215.86       -6368.67        4.75084       0.996667
             55           0.27       -3496.12        1740.39       -5236.51       -6222.88        4.67088       0.996556
             56          0.275       -3507.84        1750.27       -5258.11       -6069.98        4.58698       0.996434
             57           0.28       -3520.45        1759.06       -5279.51       -5919.91        4.50411       0.996316
             58          0.285       -3533.13        1765.08       -5298.22       -5787.44        4.42995       0.996223
             59           0.29       -3546.24        1766.84       -5313.08       -5682.92        4.36968       0.996173
             60          0.295       -3559.55        1763.29       -5322.84       -5615.34        4.32795       0.996182
             61            0.3       -3572.65        1754.23       -5326.87       -5588.41        4.30684       0.996259
             62          0.305       -3585.22        1740.73       -5325.95       -5596.79        4.30384         0.9964
             63           0.31       -3596.92         1725.1       -5322.02       -5626.38        4.31203       0.996586
             64          0.315       -3607.58        1709.89       -5317.47       -5660.38        4.32305       0.996785
             65           0.32       -3617.75        1696.58       -5314.33        -5686.5        4.33056       0.996969
             66          0.325       -3627.75        1685.27       -5313.02       -5702.27        4.33318       0.997128
             67           0.33       -3637.27        1675.37       -5312.64       -5711.82        4.33297       0.997266
             68          0.335       -3646.01        1666.17       -5312.18       -5720.05         4.3324       0.997391
             69           0.34       -3654.35        1657.16       -5311.51       -5728.86        4.33228       0.997513
             70          0.345       -3661.98        1648.14       -5310.12       -5740.33        4.33372       0.997636
             71           0.35       -3669.67        1639.26       -5308.92       -5750.96        4.33475        0.99776
             72          0.355       -3676.55        1631.05       -5307.59       -5759.77         4.3351       0.997881
             73           0.36        -3682.7        1624.29       -5306.99        -5761.3        4.33204       0.997988
             74          0.365       -3689.01        1619.65       -5308.66       -5748.48        4.32179        0.99807
             75           0.37       -3695.26        1617.09       -5312.35       -5722.19        4.30487        0.99812
             76          0.375       -3701.77        1615.83        -5317.6       -5686.88        4.28342       0.998145
             77           0.38       -3707.51        1614.82       -5322.33       -5653.05        4.26298       0.998159
             78          0.385        -3713.7        1613.24       -5326.94       -5623.01        4.24444       0.998176
             79           0.39       -3719.62        1610.58        -5330.2       -5602.82        4.23104       0.998206
             80          0.395       -3725.34        1606.54       -5331.88       -5594.62        4.22386       0.998254
             81            0.4       -3730.87        1600.91       -5331.78       -5599.96        4.22368       0.998324
             82          0.405        -3736.3         1593.7          -5330       -5618.46        4.23031       0.998418
             83           0.41       -3740.96        1585.27       -5326.23       -5649.31        4.24346       0.998534
             84          0.415       -3745.35        1576.49       -5321.83       -5684.79        4.25912       0.998665
             85           0.42       -3749.35        1568.57       -5317.92       -5716.34        4.27298       0.998794
             86          0.425       -3752.62        1562.82       -5315.44       -5735.45        4.28082       0.998901
             87           0.43       -3755.74        1560.24       -5315.98       -5733.05         4.2779       0.998966
             88          0.435       -3759.04        1561.07       -5320.11       -5706.01        4.26252       0.998979
             89           0.44       -3762.44        1564.62       -5327.06       -5659.02        4.23704       0.998942
             90          0.445       -3766.25        1569.47       -5335.73       -5600.87        4.20578       0.998873
             91           0.45       -3770.18        1573.94       -5344.12       -5544.15        4.17513       0.998798
             92          0.455       -3774.18         1576.6       -5350.78       -5499.26        4.15036       0.998741
             93           0.46       -3778.28        1576.67       -5354.95       -5471.87        4.13434        0.99872
             94          0.465       -3782.19        1574.34       -5356.53        -5462.1        4.12724        0.99874
             95           0.47       -3785.99        1570.68       -5356.67       -5462.84        4.12553       0.998789
             96          0.475       -3789.71        1567.12       -5356.84       -5464.09        4.12417       0.998848
             97           0.48       -3792.96        1564.94        -5357.9       -5458.14         4.1194       0.998895
             98          0.485       -3796.49        1564.95       -5361.44       -5436.72        4.10684       0.998913
             99           0.49          -3800        1567.61        -5367.6       -5397.31        4.08529       0.998894
            100          0.495          -3804         1572.9        -5376.9       -5338.17         4.0537       0.998832


   Total mass                       :               1000
   Coordinates of the center of mass:            5.25158        5.18602         5.2481
   Velocity of the center of mass   :         0.00421673     -0.0399383     -0.0409306
   Translational kinetic energy     :            1.64408


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            101            0.5        -3807.8        1579.79       -5387.58       -5268.26        4.01674       0.998736
            102          0.505       -3812.55        1586.22       -5398.78       -5198.23        3.97944        0.99863
            103           0.51       -3816.93        1590.15       -5407.09       -5146.43        3.95136       0.998549
            104          0.515       -3821.45        1590.47       -5411.92       -5119.31        3.93564       0.998517
            105           0.52       -3826.23        1587.14       -5413.37       -5117.35        3.93253       0.998541
            106          0.525       -3830.23        1580.87        -5411.1       -5139.21        3.94168       0.998615
            107           0.53       -3833.96        1572.82       -5406.78       -5175.61        3.95831       0.998726
            108          0.535       -3837.62        1564.36       -5401.98        -5216.4        3.97727       0.998855
            109           0.54       -3840.98        1556.84       -5397.83       -5252.61         3.9941        0.99898
            110          0.545        -3843.7        1551.45       -5395.15       -5276.66        4.00504       0.999083
            111           0.55       -3845.96        1548.88       -5394.84       -5282.47        4.00694       0.999145
            112          0.555       -3848.98        1548.99       -5397.97       -5266.78         3.9978       0.999162
            113           0.56        -3851.5        1550.67       -5402.17       -5240.44        3.98334       0.999144
            114          0.565       -3854.17        1552.31       -5406.48       -5212.23        3.96776       0.999113
            115           0.57       -3856.82        1552.56       -5409.38       -5192.06        3.95607       0.999095
            116          0.575       -3859.88        1550.88       -5410.76       -5182.79        3.94965       0.999106
            117           0.58       -3862.18        1547.57       -5409.75       -5186.43        3.94984       0.999147
            118          0.585        -3865.5        1543.41       -5408.91       -5192.79        3.95113       0.999207
            119           0.59       -3867.63        1539.13       -5406.75       -5203.67          3.955       0.999275
            120          0.595       -3869.98        1535.19       -5405.17       -5211.56        3.95732       0.999341
            121            0.6       -3872.02        1531.92       -5403.94       -5215.82         3.9579       0.999398
            122          0.605       -3873.75        1529.57       -5403.32       -5214.47        3.95573       0.999443
            123           0.61       -3875.58        1528.34       -5403.92       -5204.83        3.94936       0.999472
            124          0.615       -3877.25        1528.27       -5405.52       -5187.29        3.93903       0.999482
            125           0.62       -3878.22         1529.3       -5407.52       -5163.87        3.92589       0.999474
            126          0.625       -3879.42        1531.41       -5410.83       -5131.92        3.90839        0.99945
            127           0.63        -3880.9         1534.6        -5415.5       -5091.26        3.88641       0.999408
            128          0.635       -3882.97        1538.71       -5421.69        -5042.1        3.85999       0.999349
            129           0.64       -3885.16        1543.26       -5428.42       -4989.13        3.83159       0.999279
            130          0.645       -3887.34        1547.66          -5435       -4936.81        3.80348       0.999208
            131           0.65       -3890.42        1551.42       -5441.84       -4885.98        3.77587       0.999144
            132          0.655       -3893.02        1554.23       -5447.25       -4843.41        3.75255       0.999093
            133           0.66       -3896.07        1555.67       -5451.74       -4809.67        3.73361       0.999058
            134          0.665       -3899.26        1555.09       -5454.35       -4790.79        3.72219       0.999049
            135           0.67        -3902.2        1551.67       -5453.87       -4794.18        3.72217       0.999078
            136          0.675        -3905.3        1544.81       -5450.11        -4823.5        3.73534       0.999156
            137           0.68       -3907.41        1534.54       -5441.95       -4882.69        3.76404       0.999292
            138          0.685       -3908.99        1521.84       -5430.83        -4964.3        3.80445       0.999478
            139           0.69       -3909.64        1508.42       -5418.07       -5057.93        3.85151       0.999694
            140          0.695       -3909.82         1496.2       -5406.02       -5148.97        3.89774        0.99991
            141            0.7       -3909.51        1486.56       -5396.08       -5227.15        3.93794        1.00009
            142          0.705        -3908.9        1480.16       -5389.06       -5286.45        3.96897        1.00023
            143           0.71       -3907.85        1477.02       -5384.87       -5325.83        3.99022        1.00031
            144          0.715       -3907.32        1476.83       -5384.16       -5343.42        4.00043        1.00034
            145           0.72       -3906.55        1479.11       -5385.66       -5343.86        4.00203        1.00032
            146          0.725       -3905.66        1483.21       -5388.87       -5330.42        3.99655        1.00026
            147           0.73       -3904.94        1488.34       -5393.28        -5307.1        3.98588        1.00018
            148          0.735        -3904.8        1493.69        -5398.5       -5277.86        3.97187        1.00009
            149           0.74       -3904.76        1498.78       -5403.54       -5247.55        3.95707              1
            150          0.745       -3904.86        1503.58       -5408.45       -5216.32        3.94157       0.999919
            151           0.75       -3905.31         1508.4       -5413.71       -5181.68        3.92408       0.999841
            152          0.755       -3906.24        1513.45       -5419.69       -5141.83        3.90367        0.99976
            153           0.76       -3906.75        1518.68       -5425.43       -5099.98        3.88219       0.999676
            154          0.765       -3907.95        1523.76       -5431.71       -5054.95        3.85875       0.999592
            155           0.77        -3909.2        1528.45       -5437.65       -5010.39        3.83537       0.999513
            156          0.775       -3910.26        1532.84        -5443.1       -4966.51        3.81221       0.999442
            157           0.78       -3912.15        1537.34       -5449.49       -4917.69        3.78621       0.999373
            158          0.785       -3914.06        1542.36       -5456.42        -4863.8        3.75755       0.999299
            159           0.79       -3916.14        1548.13       -5464.27       -4803.15        3.72536       0.999216
            160          0.795       -3918.57        1554.58       -5473.16        -4735.9         3.6897        0.99912
            161            0.8       -3921.16        1561.33       -5482.49        -4665.6        3.65242       0.999017
            162          0.805       -3924.56        1567.66       -5492.23       -4595.41        3.61496       0.998915
            163           0.81       -3928.43        1572.69       -5501.12          -4533         3.5813       0.998827
            164          0.815        -3932.1        1575.56       -5507.66       -4486.53        3.55573       0.998766
            165           0.82       -3936.32        1575.73       -5512.04       -4458.21        3.53922       0.998742
            166          0.825       -3939.88        1572.96       -5512.84       -4453.61         3.5349       0.998762
            167           0.83          -3944        1567.44       -5511.44       -4468.33        3.54029       0.998825
            168          0.835       -3947.82        1559.71       -5507.54       -4501.46         3.5552       0.998928
            169           0.84       -3950.84        1550.55       -5501.39       -4549.27        3.57787        0.99906
            170          0.845       -3953.44        1540.71       -5494.16       -4605.22        3.60491       0.999209
            171           0.85       -3955.48        1530.68       -5486.16       -4666.04         3.6347       0.999365
            172          0.855       -3957.25        1520.68       -5477.93       -4728.77        3.66563       0.999524
            173           0.86       -3958.47        1511.02        -5469.5       -4791.62        3.69683       0.999683
            174          0.865       -3959.39        1502.41        -5461.8       -4848.67        3.72524       0.999835
            175           0.87       -3959.45        1495.78       -5455.24       -4894.86        3.74844       0.999963
            176          0.875       -3959.69         1491.7       -5451.39       -4922.85        3.76247        1.00005
            177           0.88       -3959.77        1489.92       -5449.69       -4935.02        3.76856         1.0001
            178          0.885       -3959.71        1489.52       -5449.24       -4937.25        3.76964        1.00011
            179           0.89       -3959.67        1489.49       -5449.15       -4936.13        3.76896        1.00011
            180          0.895       -3959.57        1489.08       -5448.64       -4937.08        3.76928        1.00012
            181            0.9       -3958.81        1488.01       -5446.82       -4944.17         3.7728        1.00013
            182          0.905       -3958.68        1486.48       -5445.16       -4952.47        3.77678        1.00015
            183           0.91       -3958.12        1485.11       -5443.22       -4961.12        3.78105        1.00018
            184          0.915       -3957.43        1484.71       -5442.14       -4963.65         3.7823         1.0002
            185           0.92       -3957.18        1485.89       -5443.07       -4954.05        3.77736        1.00019
            186          0.925       -3957.07        1488.56       -5445.63       -4933.38         3.7668        1.00016
            187           0.93       -3956.73         1491.9       -5448.63       -4907.97        3.75386         1.0001
            188          0.935       -3956.57        1494.76       -5451.33       -4884.18        3.74158        1.00005
            189           0.94       -3956.02        1496.35       -5452.37       -4869.07        3.73365        1.00001
            190          0.945       -3955.96        1496.67       -5452.63       -4860.04        3.72854       0.999997
            191           0.95       -3956.11        1496.56       -5452.67       -4852.42        3.72401       0.999999
            192          0.955       -3956.04        1497.24       -5453.28       -4839.27        3.71669       0.999998
            193           0.96       -3956.26         1499.8       -5456.06       -4811.51        3.70191       0.999974
            194          0.965       -3956.17        1505.04       -5461.22       -4765.35        3.67791       0.999911
            195           0.97       -3956.51         1513.4       -5469.91       -4695.58        3.64189         0.9998
            196          0.975       -3957.71        1524.46       -5482.17       -4603.53        3.59439       0.999639
            197           0.98       -3959.67        1536.56       -5496.23       -4500.94        3.54131       0.999446
            198          0.985       -3961.67        1547.28       -5508.96       -4406.82        3.49239       0.999259
            199           0.99       -3964.47        1554.63       -5519.11       -4333.33         3.4536       0.999114
            200          0.995       -3967.59        1557.69       -5525.28       -4289.34        3.42959       0.999033


   Total mass                       :               1000
   Coordinates of the center of mass:            5.18057        5.22933         5.1657
   Velocity of the center of mass   :         0.00400182     -0.0379028     -0.0388445
   Translational kinetic energy     :            1.48077


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            201              1       -3970.65        1556.55        -5527.2       -4276.51        3.42139        0.99902
            202          1.005       -3973.61         1551.9       -5525.51       -4291.07        3.42721       0.999068
            203           1.01       -3975.93        1544.73       -5520.65       -4328.49        3.44495       0.999163
            204          1.015       -3978.72        1536.05       -5514.77       -4378.39        3.46913        0.99929
            205           1.02        -3980.3        1526.84       -5507.15       -4438.73        3.49912       0.999434
            206          1.025       -3981.92        1517.94       -5499.86       -4499.41        3.52949       0.999581
            207           1.03       -3983.15        1510.04       -5493.18       -4556.11        3.55811       0.999719
            208          1.035       -3983.51        1503.66       -5487.17       -4605.73        3.58348       0.999836
            209           1.04       -3983.86        1499.15       -5483.01        -4642.7        3.60251       0.999926
            210          1.045       -3983.93        1496.55       -5480.49       -4666.72        3.61508       0.999985
            211           1.05       -3984.07        1495.75       -5479.81       -4677.19        3.62075        1.00001
            212          1.055       -3984.02        1496.45       -5480.47       -4676.39        3.62069        1.00001
            213           1.06       -3983.89        1498.25       -5482.14       -4666.86        3.61616       0.999989
            214          1.065       -3984.09        1500.51        -5484.6       -4651.81        3.60865       0.999953
            215           1.07       -3984.17        1502.39       -5486.56       -4638.56        3.60199       0.999916
            216          1.075       -3984.49        1503.01        -5487.5       -4632.45        3.59877       0.999893
            217           1.08        -3984.7        1501.76       -5486.45       -4639.16        3.60197       0.999897
            218          1.085       -3984.69        1498.65       -5483.33       -4659.36        3.61199       0.999935
            219           1.09       -3984.82        1494.51       -5479.34        -4686.7         3.6256       0.999999
            220          1.095       -3984.77        1490.75       -5475.52       -4712.81        3.63871        1.00007
            221            1.1       -3984.21        1488.69       -5472.89       -4729.32        3.64718        1.00012
            222          1.105       -3983.91        1489.01       -5472.91       -4728.82        3.64708        1.00014
            223           1.11       -3983.43        1491.45       -5474.88       -4713.77        3.63969        1.00011
            224          1.115       -3983.19        1495.16       -5478.35        -4688.2        3.62686        1.00006
            225           1.12       -3982.67        1499.31       -5481.98       -4658.88        3.61209        0.99999
            226          1.125       -3982.96         1503.6       -5486.56        -4624.5        3.59445        0.99992
            227           1.13       -3983.12        1508.12       -5491.24       -4587.48        3.57539       0.999849
            228          1.135       -3983.82        1512.69       -5496.51       -4547.11        3.55439       0.999773
            229           1.14       -3984.65        1516.61       -5501.25       -4509.82        3.53481       0.999701
            230          1.145       -3985.68        1518.85       -5504.53        -4482.7        3.52022       0.999649
            231           1.15       -3986.73        1518.75       -5505.49       -4471.64        3.51368       0.999631
            232          1.155       -3987.42        1516.24       -5503.66          -4479        3.51652       0.999653
            233           1.16       -3988.33        1511.75       -5500.09        -4500.7        3.52661       0.999712
            234          1.165       -3989.09        1505.89       -5494.98       -4534.33         3.5429       0.999798
            235           1.17       -3989.74        1499.13       -5488.87       -4576.61        3.56374       0.999903
            236          1.175       -3989.77        1491.79       -5481.56        -4626.8        3.58887        1.00002
            237           1.18       -3989.23        1484.19       -5473.42       -4682.21        3.61691        1.00015
            238          1.185       -3988.35        1476.78       -5465.12       -4738.51        3.64559        1.00028
            239           1.19       -3987.57        1470.15       -5457.72       -4789.63        3.67169         1.0004
            240          1.195       -3986.13        1464.97        -5451.1       -4832.72        3.69392         1.0005
            241            1.2       -3984.53        1461.88       -5446.42       -4861.02        3.70871        1.00057
            242          1.205        -3982.9        1461.58       -5444.48       -4868.89        3.71315         1.0006
            243           1.21       -3980.99        1464.65       -5445.64       -4852.46        3.70531        1.00058
            244          1.215          -3979        1471.27       -5450.27       -4809.55        3.68403         1.0005
            245           1.22       -3977.84        1480.96       -5458.79       -4740.57        3.64925        1.00035
            246          1.225       -3976.97        1492.59       -5469.56       -4654.91        3.60583        1.00017
            247           1.23       -3977.01        1504.64       -5481.65       -4561.71        3.55823       0.999964
            248          1.235       -3977.26        1515.54        -5492.8       -4474.45        3.51344       0.999771
            249           1.24       -3978.25         1524.1       -5502.35       -4400.78        3.47525        0.99961
            250          1.245        -3979.7        1529.53       -5509.24       -4348.04         3.4475       0.999496
            251           1.25       -3981.04        1531.41       -5512.46       -4321.85        3.43325       0.999438
            252          1.255       -3982.33        1529.73       -5512.05       -4322.95         3.4329       0.999437
            253           1.26       -3984.01        1524.95       -5508.96       -4347.12        3.44428       0.999491
            254          1.265       -3985.62        1518.06       -5503.68       -4389.32        3.46498       0.999588
            255           1.27        -3986.8        1510.42       -5497.22       -4441.11        3.49088        0.99971
            256          1.275       -3987.46        1503.57       -5491.03       -4491.82        3.51661       0.999833
            257           1.28       -3987.94         1498.9       -5486.83       -4530.49        3.53655       0.999932
            258          1.285       -3988.54        1497.07        -5485.6       -4550.83        3.54741       0.999986
            259           1.29       -3988.74        1497.68       -5486.42       -4556.51         3.5511       0.999993
            260          1.295       -3988.81        1499.34       -5488.14       -4555.77        3.55163       0.999969
            261            1.3       -3989.08        1500.33       -5489.41       -4559.18        3.55422       0.999942
            262          1.305       -3989.03        1499.41       -5488.44       -4577.09        3.56418       0.999938
            263           1.31       -3989.22        1496.13       -5485.35       -4611.37        3.58237       0.999973
            264          1.315        -3988.9         1490.7        -5479.6       -4663.31        3.60964        1.00005
            265           1.32       -3988.51        1483.61       -5472.12       -4728.46         3.6437        1.00015
            266          1.325       -3987.76         1475.4       -5463.17       -4803.98        3.68318        1.00029
            267           1.33       -3986.63        1466.66       -5453.29       -4885.62        3.72595        1.00043
            268          1.335       -3985.49        1458.06       -5443.55       -4967.14        3.76871        1.00058
            269           1.34       -3983.75        1450.34       -5434.09       -5044.54        3.80958        1.00073
            270          1.345       -3981.41         1444.2       -5425.62        -5112.2        3.84567        1.00085
            271           1.35       -3978.67        1440.33          -5419       -5164.15        3.87387        1.00094
            272          1.355       -3975.79        1439.31        -5415.1       -5194.75        3.89122        1.00099
            273           1.36       -3973.08        1441.55       -5414.63       -5199.64         3.8954        1.00098
            274          1.365       -3970.49        1447.08       -5417.57       -5178.16        3.88604        1.00091
            275           1.37       -3968.02        1455.45       -5423.47       -5132.88         3.8644        1.00078
            276          1.375       -3966.16         1465.9       -5432.06        -5067.5        3.83218        1.00061
            277           1.38       -3964.58        1477.44       -5442.02        -4989.9        3.79344        1.00042
            278          1.385       -3963.58        1489.01        -5452.6       -4906.88        3.75152        1.00022
            279           1.39       -3963.22        1499.58        -5462.8       -4826.04        3.71031        1.00003
            280          1.395        -3963.4        1508.32       -5471.71       -4754.17        3.67327       0.999869
            281            1.4       -3963.89        1514.82       -5478.72       -4695.51        3.64268       0.999744
            282          1.405       -3964.94        1519.21       -5484.15       -4649.51        3.61828       0.999657
            283           1.41       -3965.51        1521.94       -5487.45       -4616.78        3.60068       0.999601
            284          1.415       -3967.01        1523.51       -5490.51       -4590.34        3.58609       0.999568
            285           1.42       -3968.35        1524.16       -5492.51       -4571.89        3.57565       0.999551
            286          1.425       -3969.61        1523.91       -5493.52        -4561.3        3.56929       0.999547
            287           1.43       -3971.27        1522.58       -5493.85       -4558.36        3.56679       0.999559
            288          1.435       -3972.43        1520.02       -5492.45       -4566.73         3.5702        0.99959
            289           1.44       -3973.51        1516.35       -5489.86       -4584.48        3.57845       0.999641
            290          1.445       -3974.38        1512.02        -5486.4       -4608.76        3.59016       0.999708
            291           1.45       -3975.26        1507.82       -5483.08       -4633.51        3.60221        0.99978
            292          1.455       -3976.08        1504.54       -5480.62        -4653.1        3.61178       0.999844
            293           1.46       -3976.78        1502.78       -5479.56       -4663.12        3.61662       0.999887
            294          1.465       -3977.29        1502.85       -5480.14       -4661.13        3.61549       0.999902
            295           1.47       -3977.91        1504.75       -5482.66       -4645.53        3.60746       0.999886
            296          1.475       -3978.07        1508.18       -5486.24       -4619.64        3.59428        0.99984
            297           1.48       -3978.73        1512.43       -5491.17       -4584.75        3.57632       0.999775
            298          1.485       -3979.72         1516.6       -5496.33       -4547.49        3.55691       0.999704
            299           1.49       -3980.85        1519.88       -5500.74       -4513.92        3.53914       0.999641
            300          1.495       -3982.16        1521.97       -5504.13       -4486.32        3.52417       0.999599


   Total mass                       :               1000
   Coordinates of the center of mass:            5.26605        5.22089        5.20897
   Velocity of the center of mass   :         0.00398485     -0.0377421     -0.0386798
   Translational kinetic energy     :            1.46823


           STEP           TIME        E-TOTAL      E-KINETIC    E-POTENTIAL         VIRIAL       PRESSURE        SCALE-T

            301            1.5       -3983.78        1523.16       -5506.94       -4462.65        3.51099       0.999574
            302          1.505       -3985.22        1524.14       -5509.36       -4440.25        3.49843       0.999559
            303           1.51       -3986.48        1525.44       -5511.92       -4415.99        3.48495       0.999542
            304          1.515       -3987.96        1527.02       -5514.98       -4389.31        3.47024       0.999518
            305           1.52       -3989.05        1528.24       -5517.29       -4366.89         3.4578       0.999493
            306          1.525        -3990.9         1528.2       -5519.11       -4351.88        3.44897       0.999481
